Time - Measured Data 0-Load,TDMS Value - Measured Data 0-Load,Time - Measured Data 0-Pressure,TDMS Value 2 - Measured Data 0-Pressure,Time - Measured Data 0-LVDT2,TDMS Value 3 - Measured Data 0-LVDT2
56:13.6,344.851,56:13.6,62.386,56:13.6,0.195519
56:13.7,344.813,56:13.7,62.42,56:13.7,0.195776
56:13.8,344.857,56:13.8,62.3969,56:13.8,0.195696
56:13.9,344.783,56:13.9,62.1306,56:13.9,0.195416
56:14.0,344.807,56:14.0,62.3328,56:14.0,0.195884
56:14.1,344.824,56:14.1,62.2183,56:14.1,0.195908
56:14.2,344.737,56:14.2,62.2759,56:14.2,0.1955
56:14.3,344.755,56:14.3,62.5925,56:14.3,0.196392
56:14.4,344.773,56:14.4,62.2488,56:14.4,0.195876
56:14.5,344.829,56:14.5,62.1738,56:14.5,0.195243
56:14.6,344.729,56:14.6,62.2145,56:14.6,0.195895
56:14.7,344.75,56:14.7,62.331,56:14.7,0.195541
56:14.8,344.858,56:14.8,62.4049,56:14.8,0.195779
56:14.9,344.765,56:14.9,62.4042,56:14.9,0.195808
56:15.0,344.716,56:15.0,62.1825,56:15.0,0.195629
56:15.1,344.727,56:15.1,62.3632,56:15.1,0.195934
56:15.2,344.792,56:15.2,62.1717,56:15.2,0.195321
56:15.3,344.826,56:15.3,62.3556,56:15.3,0.196102
56:15.4,344.789,56:15.4,62.2852,56:15.4,0.195491
56:15.5,344.83,56:15.5,62.1815,56:15.5,0.19569
56:15.6,344.717,56:15.6,62.4587,56:15.6,0.195621
56:15.7,344.796,56:15.7,62.3631,56:15.7,0.19546
56:15.8,344.771,56:15.8,62.4041,56:15.8,0.196229
56:15.9,344.8,56:15.9,62.3939,56:15.9,0.195492
56:16.0,344.689,56:16.0,62.4218,56:16.0,0.195853
56:16.1,344.752,56:16.1,62.3193,56:16.1,0.196094
56:16.2,344.711,56:16.2,62.2264,56:16.2,0.195504
56:16.3,344.695,56:16.3,62.3829,56:16.3,0.195729
56:16.4,344.751,56:16.4,62.3443,56:16.4,0.19624
56:16.5,344.76,56:16.5,62.2595,56:16.5,0.195608
56:16.6,344.744,56:16.6,62.4039,56:16.6,0.195943
56:16.7,344.796,56:16.7,62.2597,56:16.7,0.195697
56:16.8,344.712,56:16.8,62.4013,56:16.8,0.195668
56:16.9,344.884,56:16.9,62.2809,56:16.9,0.196269
56:17.0,344.783,56:17.0,62.2976,56:17.0,0.195337
56:17.1,344.788,56:17.1,62.4443,56:17.1,0.196071
56:17.2,344.768,56:17.2,62.3919,56:17.2,0.196406
56:17.3,344.828,56:17.3,62.234,56:17.3,0.195861
56:17.4,344.75,56:17.4,62.2631,56:17.4,0.196491
56:17.5,344.734,56:17.5,62.2432,56:17.5,0.195804
56:17.6,344.823,56:17.6,62.2569,56:17.6,0.195927
56:17.7,344.753,56:17.7,62.4289,56:17.7,0.19618
56:17.8,344.822,56:17.8,62.2883,56:17.8,0.195855
56:17.9,344.769,56:17.9,62.3727,56:17.9,0.196055
56:18.0,344.735,56:18.0,62.2477,56:18.0,0.195664
56:18.1,344.679,56:18.1,62.2866,56:18.1,0.19633
56:18.2,344.772,56:18.2,62.3491,56:18.2,0.195683
56:18.3,344.715,56:18.3,62.3095,56:18.3,0.195944
56:18.4,344.752,56:18.4,62.4554,56:18.4,0.196013
56:18.5,344.75,56:18.5,62.192,56:18.5,0.196256
56:18.6,344.703,56:18.6,62.4393,56:18.6,0.195768
56:18.7,344.688,56:18.7,62.3333,56:18.7,0.196127
56:18.8,344.766,56:18.8,62.2765,56:18.8,0.19556
56:18.9,344.824,56:18.9,62.3095,56:18.9,0.195671
56:19.0,344.752,56:19.0,62.2935,56:19.0,0.195936
56:19.1,344.719,56:19.1,62.2768,56:19.1,0.195805
56:19.2,344.77,56:19.2,62.2921,56:19.2,0.196125
56:19.3,344.81,56:19.3,62.1614,56:19.3,0.19602
56:19.4,344.729,56:19.4,62.4009,56:19.4,0.195891
56:19.5,344.715,56:19.5,62.2974,56:19.5,0.19581
56:19.6,344.763,56:19.6,62.0497,56:19.6,0.196099
56:19.7,344.765,56:19.7,62.3221,56:19.7,0.196111
56:19.8,344.756,56:19.8,62.3581,56:19.8,0.195699
56:19.9,344.801,56:19.9,62.2503,56:19.9,0.195592
56:20.0,344.824,56:20.0,62.185,56:20.0,0.195857
56:20.1,344.874,56:20.1,62.5137,56:20.1,0.196092
56:20.2,344.796,56:20.2,62.156,56:20.2,0.196531
56:20.3,344.763,56:20.3,62.3022,56:20.3,0.195818
56:20.4,344.773,56:20.4,62.285,56:20.4,0.19596
56:20.5,344.774,56:20.5,62.2947,56:20.5,0.196143
56:20.6,344.761,56:20.6,62.209,56:20.6,0.196184
56:20.7,344.798,56:20.7,62.3185,56:20.7,0.195653
56:20.8,344.793,56:20.8,62.2061,56:20.8,0.195952
56:20.9,344.752,56:20.9,62.4871,56:20.9,0.196023
56:21.0,344.752,56:21.0,62.2176,56:21.0,0.196573
56:21.1,344.72,56:21.1,62.1799,56:21.1,0.196186
56:21.2,344.849,56:21.2,62.2422,56:21.2,0.195739
56:21.3,344.801,56:21.3,62.2374,56:21.3,0.19625
56:21.4,344.644,56:21.4,62.3149,56:21.4,0.196154
56:21.5,344.808,56:21.5,62.5283,56:21.5,0.196019
56:21.6,344.754,56:21.6,62.2529,56:21.6,0.195844
56:21.7,344.793,56:21.7,62.2436,56:21.7,0.195958
56:21.8,344.802,56:21.8,62.3256,56:21.8,0.195803
56:21.9,344.779,56:21.9,62.2458,56:21.9,0.196343
56:22.0,344.786,56:22.0,62.2924,56:22.0,0.19599
56:22.1,344.775,56:22.1,62.4548,56:22.1,0.195802
56:22.2,344.808,56:22.2,62.3409,56:22.2,0.196201
56:22.3,344.783,56:22.3,62.3081,56:22.3,0.196094
56:22.4,344.709,56:22.4,62.3473,56:22.4,0.195923
56:22.5,344.763,56:22.5,62.2271,56:22.5,0.196398
56:22.6,344.824,56:22.6,62.3239,56:22.6,0.196279
56:22.7,344.787,56:22.7,62.4227,56:22.7,0.19563
56:22.8,344.779,56:22.8,62.3756,56:22.8,0.196053
56:22.9,344.771,56:22.9,62.2163,56:22.9,0.195868
56:23.0,344.782,56:23.0,62.312,56:23.0,0.195993
56:23.1,344.702,56:23.1,62.1992,56:23.1,0.1956
56:23.2,344.823,56:23.2,62.37,56:23.2,0.196149
56:23.3,344.757,56:23.3,62.2664,56:23.3,0.19607
56:23.4,344.738,56:23.4,62.3899,56:23.4,0.195876
56:23.5,344.81,56:23.5,62.4064,56:23.5,0.195746
56:23.6,344.857,56:23.6,62.3441,56:23.6,0.196192
56:23.7,344.807,56:23.7,62.3143,56:23.7,0.196266
56:23.8,344.802,56:23.8,62.2311,56:23.8,0.196394
56:23.9,344.799,56:23.9,62.1594,56:23.9,0.19608
56:24.0,344.717,56:24.0,62.3166,56:24.0,0.196105
56:24.1,344.784,56:24.1,62.528,56:24.1,0.196026
56:24.2,344.81,56:24.2,62.1835,56:24.2,0.195728
56:24.3,344.774,56:24.3,62.4671,56:24.3,0.195405
56:24.4,344.793,56:24.4,62.1925,56:24.4,0.195488
56:24.5,344.799,56:24.5,62.1959,56:24.5,0.196147
56:24.6,344.732,56:24.6,62.2831,56:24.6,0.195897
56:24.7,344.756,56:24.7,62.3245,56:24.7,0.196245
56:24.8,344.732,56:24.8,62.3315,56:24.8,0.195731
56:24.9,344.752,56:24.9,62.3478,56:24.9,0.196106
56:25.0,344.835,56:25.0,62.3182,56:25.0,0.195717
56:25.1,344.816,56:25.1,62.1967,56:25.1,0.195921
56:25.2,344.808,56:25.2,62.3209,56:25.2,0.195717
56:25.3,344.826,56:25.3,62.3523,56:25.3,0.196135
56:25.4,344.722,56:25.4,62.3228,56:25.4,0.19631
56:25.5,344.745,56:25.5,62.3513,56:25.5,0.195919
56:25.6,344.832,56:25.6,62.2243,56:25.6,0.196268
56:25.7,344.797,56:25.7,62.199,56:25.7,0.196317
56:25.8,344.772,56:25.8,62.1583,56:25.8,0.196469
56:25.9,344.858,56:25.9,62.2451,56:25.9,0.195994
56:26.0,344.818,56:26.0,62.3446,56:26.0,0.196258
56:26.1,344.813,56:26.1,62.297,56:26.1,0.1959
56:26.2,344.744,56:26.2,62.3818,56:26.2,0.196129
56:26.3,344.585,56:26.3,62.3702,56:26.3,0.195798
56:26.4,344.917,56:26.4,62.3711,56:26.4,0.196077
56:26.5,345.326,56:26.5,62.2422,56:26.5,0.195487
56:26.6,345.765,56:26.6,62.3192,56:26.6,0.195692
56:26.7,346.173,56:26.7,62.2757,56:26.7,0.195464
56:26.8,346.546,56:26.8,62.2909,56:26.8,0.195087
56:26.9,346.907,56:26.9,62.3996,56:26.9,0.195348
56:27.0,347.32,56:27.0,62.2646,56:27.0,0.194244
56:27.1,347.768,56:27.1,62.3305,56:27.1,0.194773
56:27.2,348.136,56:27.2,62.2767,56:27.2,0.194839
56:27.3,348.576,56:27.3,62.1479,56:27.3,0.195213
56:27.4,348.814,56:27.4,62.2436,56:27.4,0.195628
56:27.5,349.321,56:27.5,62.0759,56:27.5,0.195284
56:27.6,349.584,56:27.6,62.27,56:27.6,0.195262
56:27.7,349.868,56:27.7,62.3364,56:27.7,0.195886
56:27.8,350.19,56:27.8,62.1629,56:27.8,0.195677
56:27.9,350.511,56:27.9,62.1429,56:27.9,0.196047
56:28.0,350.712,56:28.0,62.1182,56:28.0,0.196253
56:28.1,350.871,56:28.1,62.0769,56:28.1,0.196711
56:28.2,351.191,56:28.2,62.0967,56:28.2,0.196766
56:28.3,351.587,56:28.3,62.0836,56:28.3,0.197014
56:28.4,351.837,56:28.4,62.1478,56:28.4,0.197753
56:28.5,352.264,56:28.5,62.0968,56:28.5,0.197898
56:28.6,352.663,56:28.6,62.1916,56:28.6,0.197748
56:28.7,353.039,56:28.7,61.927,56:28.7,0.198263
56:28.8,353.328,56:28.8,62.0861,56:28.8,0.198186
56:28.9,353.812,56:28.9,61.9506,56:28.9,0.19797
56:29.0,354.138,56:29.0,62.119,56:29.0,0.197997
56:29.1,354.464,56:29.1,61.8709,56:29.1,0.198688
56:29.2,354.781,56:29.2,61.8789,56:29.2,0.198468
56:29.3,355.205,56:29.3,62.0179,56:29.3,0.198792
56:29.4,355.548,56:29.4,61.8715,56:29.4,0.198901
56:29.5,356.049,56:29.5,61.925,56:29.5,0.199029
56:29.6,356.377,56:29.6,62.0907,56:29.6,0.199291
56:29.7,356.762,56:29.7,62.0455,56:29.7,0.199217
56:29.8,357.177,56:29.8,61.9578,56:29.8,0.199533
56:29.9,357.435,56:29.9,61.8629,56:29.9,0.199321
56:30.0,357.752,56:30.0,61.9223,56:30.0,0.199084
56:30.1,358.174,56:30.1,61.9452,56:30.1,0.199473
56:30.2,358.385,56:30.2,61.9098,56:30.2,0.199487
56:30.3,358.65,56:30.3,61.772,56:30.3,0.200013
56:30.4,359.124,56:30.4,62.003,56:30.4,0.199294
56:30.5,359.391,56:30.5,61.8783,56:30.5,0.199536
56:30.6,359.835,56:30.6,62.0198,56:30.6,0.199699
56:30.7,360.124,56:30.7,61.7423,56:30.7,0.200093
56:30.8,360.548,56:30.8,61.9175,56:30.8,0.200703
56:30.9,360.837,56:30.9,61.8957,56:30.9,0.200305
56:31.0,361.217,56:31.0,61.9099,56:31.0,0.200457
56:31.1,361.619,56:31.1,61.8753,56:31.1,0.200502
56:31.2,361.855,56:31.2,61.8223,56:31.2,0.200586
56:31.3,362.275,56:31.3,61.808,56:31.3,0.200862
56:31.4,362.527,56:31.4,61.6037,56:31.4,0.201011
56:31.5,362.845,56:31.5,61.8571,56:31.5,0.200425
56:31.6,363.176,56:31.6,61.8625,56:31.6,0.201071
56:31.7,363.497,56:31.7,61.6169,56:31.7,0.201472
56:31.8,363.82,56:31.8,61.7048,56:31.8,0.201573
56:31.9,364.025,56:31.9,61.6097,56:31.9,0.200906
56:32.0,364.364,56:32.0,61.7859,56:32.0,0.201848
56:32.1,364.708,56:32.1,61.73,56:32.1,0.201375
56:32.2,365.058,56:32.2,61.7191,56:32.2,0.201305
56:32.3,365.412,56:32.3,61.6356,56:32.3,0.201387
56:32.4,365.653,56:32.4,61.7586,56:32.4,0.20152
56:32.5,365.922,56:32.5,61.6503,56:32.5,0.202209
56:32.6,366.241,56:32.6,61.7455,56:32.6,0.202173
56:32.7,366.656,56:32.7,61.7543,56:32.7,0.202194
56:32.8,366.883,56:32.8,61.688,56:32.8,0.201913
56:32.9,367.178,56:32.9,61.8086,56:32.9,0.201989
56:33.0,367.461,56:33.0,61.8361,56:33.0,0.202338
56:33.1,367.808,56:33.1,61.7082,56:33.1,0.202396
56:33.2,368.115,56:33.2,61.4994,56:33.2,0.20285
56:33.3,368.418,56:33.3,61.5861,56:33.3,0.202833
56:33.4,368.687,56:33.4,61.654,56:33.4,0.202694
56:33.5,368.989,56:33.5,61.7332,56:33.5,0.202796
56:33.6,369.244,56:33.6,61.7986,56:33.6,0.203603
56:33.7,369.61,56:33.7,61.6161,56:33.7,0.202983
56:33.8,369.93,56:33.8,61.7547,56:33.8,0.202725
56:33.9,370.199,56:33.9,61.5485,56:33.9,0.203339
56:34.0,370.519,56:34.0,61.6134,56:34.0,0.203049
56:34.1,370.758,56:34.1,61.5354,56:34.1,0.20365
56:34.2,371.069,56:34.2,61.6619,56:34.2,0.203692
56:34.3,371.281,56:34.3,61.6912,56:34.3,0.203008
56:34.4,371.704,56:34.4,61.6281,56:34.4,0.203918
56:34.5,371.78,56:34.5,61.4421,56:34.5,0.204008
56:34.6,372.277,56:34.6,61.4969,56:34.6,0.203725
56:34.7,372.447,56:34.7,61.679,56:34.7,0.204035
56:34.8,372.876,56:34.8,61.384,56:34.8,0.204069
56:34.9,373.094,56:34.9,61.6259,56:34.9,0.203997
56:35.0,373.402,56:35.0,61.5,56:35.0,0.204583
56:35.1,373.74,56:35.1,61.6303,56:35.1,0.204146
56:35.2,374,56:35.2,61.4734,56:35.2,0.20537
56:35.3,374.216,56:35.3,61.5179,56:35.3,0.204961
56:35.4,374.489,56:35.4,61.5869,56:35.4,0.204653
56:35.5,374.867,56:35.5,61.3077,56:35.5,0.205406
56:35.6,375.129,56:35.6,61.3882,56:35.6,0.205163
56:35.7,375.281,56:35.7,61.4988,56:35.7,0.205737
56:35.8,375.55,56:35.8,61.5381,56:35.8,0.205868
56:35.9,375.893,56:35.9,61.5049,56:35.9,0.205621
56:36.0,376.195,56:36.0,61.2753,56:36.0,0.205764
56:36.1,376.477,56:36.1,61.5021,56:36.1,0.20593
56:36.2,376.797,56:36.2,61.5811,56:36.2,0.205748
56:36.3,377.001,56:36.3,61.511,56:36.3,0.206282
56:36.4,377.3,56:36.4,61.4213,56:36.4,0.206038
56:36.5,377.601,56:36.5,61.472,56:36.5,0.206116
56:36.6,377.825,56:36.6,61.5743,56:36.6,0.206779
56:36.7,378.153,56:36.7,61.5449,56:36.7,0.207022
56:36.8,378.336,56:36.8,61.3926,56:36.8,0.207153
56:36.9,378.629,56:36.9,61.5745,56:36.9,0.206708
56:37.0,378.926,56:37.0,61.4459,56:37.0,0.207672
56:37.1,379.236,56:37.1,61.4185,56:37.1,0.206878
56:37.2,379.445,56:37.2,61.4531,56:37.2,0.207848
56:37.3,379.673,56:37.3,61.442,56:37.3,0.207658
56:37.4,379.981,56:37.4,61.3031,56:37.4,0.207272
56:37.5,380.223,56:37.5,61.353,56:37.5,0.20797
56:37.6,380.535,56:37.6,61.3459,56:37.6,0.207773
56:37.7,380.808,56:37.7,61.489,56:37.7,0.207527
56:37.8,381.056,56:37.8,61.3455,56:37.8,0.208161
56:37.9,381.456,56:37.9,61.3027,56:37.9,0.208724
56:38.0,381.546,56:38.0,61.5161,56:38.0,0.208489
56:38.1,381.847,56:38.1,61.3927,56:38.1,0.208637
56:38.2,382.053,56:38.2,61.4943,56:38.2,0.208979
56:38.3,382.393,56:38.3,61.3742,56:38.3,0.208623
56:38.4,382.548,56:38.4,61.3944,56:38.4,0.209214
56:38.5,382.775,56:38.5,61.3949,56:38.5,0.209519
56:38.6,383.098,56:38.6,61.506,56:38.6,0.208971
56:38.7,383.315,56:38.7,61.2685,56:38.7,0.209548
56:38.8,383.519,56:38.8,61.4522,56:38.8,0.20983
56:38.9,383.786,56:38.9,61.3065,56:38.9,0.209637
56:39.0,384.141,56:39.0,61.3496,56:39.0,0.209802
56:39.1,384.289,56:39.1,61.2824,56:39.1,0.2101
56:39.2,384.523,56:39.2,61.1989,56:39.2,0.210595
56:39.3,384.877,56:39.3,61.4651,56:39.3,0.20975
56:39.4,385.088,56:39.4,61.4793,56:39.4,0.210367
56:39.5,385.334,56:39.5,61.2406,56:39.5,0.210418
56:39.6,385.556,56:39.6,61.3422,56:39.6,0.211088
56:39.7,385.773,56:39.7,61.3899,56:39.7,0.21118
56:39.8,386.013,56:39.8,61.4605,56:39.8,0.211064
56:39.9,386.293,56:39.9,61.4192,56:39.9,0.211292
56:40.0,386.429,56:40.0,61.3883,56:40.0,0.210829
56:40.1,386.731,56:40.1,61.102,56:40.1,0.211903
56:40.2,386.892,56:40.2,61.1783,56:40.2,0.212293
56:40.3,387.187,56:40.3,61.0808,56:40.3,0.212149
56:40.4,387.31,56:40.4,61.1391,56:40.4,0.211837
56:40.5,387.693,56:40.5,61.0939,56:40.5,0.211654
56:40.6,387.759,56:40.6,61.2763,56:40.6,0.212834
56:40.7,387.977,56:40.7,61.3141,56:40.7,0.213233
56:40.8,388.228,56:40.8,61.3914,56:40.8,0.213188
56:40.9,388.341,56:40.9,61.1281,56:40.9,0.213262
56:41.0,388.572,56:41.0,61.5615,56:41.0,0.213153
56:41.1,388.621,56:41.1,61.1251,56:41.1,0.212901
56:41.2,388.906,56:41.2,61.3305,56:41.2,0.213828
56:41.3,388.907,56:41.3,61.2441,56:41.3,0.214583
56:41.4,389.028,56:41.4,61.2143,56:41.4,0.214616
56:41.5,389.07,56:41.5,61.1783,56:41.5,0.215066
56:41.6,389.148,56:41.6,61.1797,56:41.6,0.215735
56:41.7,389.254,56:41.7,61.339,56:41.7,0.216624
56:41.8,389.317,56:41.8,61.2053,56:41.8,0.216609
56:41.9,389.329,56:41.9,61.0688,56:41.9,0.217456
56:42.0,389.383,56:42.0,60.9971,56:42.0,0.217641
56:42.1,389.502,56:42.1,61.2335,56:42.1,0.21817
56:42.2,389.54,56:42.2,61.3744,56:42.2,0.218817
56:42.3,389.675,56:42.3,61.3629,56:42.3,0.219328
56:42.4,389.616,56:42.4,61.2614,56:42.4,0.219612
56:42.5,389.828,56:42.5,61.1706,56:42.5,0.220338
56:42.6,389.897,56:42.6,61.1832,56:42.6,0.22041
56:42.7,368.042,56:42.7,62.2344,56:42.7,0.25952
56:42.8,368.242,56:42.8,62.1742,56:42.8,0.259907
56:42.9,368.522,56:42.9,62.0842,56:42.9,0.259368
56:43.0,368.808,56:43.0,62.1275,56:43.0,0.259061
56:43.1,369.341,56:43.1,62.2222,56:43.1,0.259319
56:43.2,369.765,56:43.2,62.1485,56:43.2,0.25893
56:43.3,370.161,56:43.3,62.232,56:43.3,0.26
56:43.4,370.448,56:43.4,62.0326,56:43.4,0.259082
56:43.5,370.874,56:43.5,62.1735,56:43.5,0.258999
56:43.6,371.199,56:43.6,61.9321,56:43.6,0.25947
56:43.7,371.635,56:43.7,61.9817,56:43.7,0.259371
56:43.8,371.891,56:43.8,62.1223,56:43.8,0.259184
56:43.9,372.272,56:43.9,61.9646,56:43.9,0.259346
56:44.0,372.616,56:44.0,62.0615,56:44.0,0.259257
56:44.1,372.999,56:44.1,62.1172,56:44.1,0.259358
56:44.2,373.368,56:44.2,62.0546,56:44.2,0.260102
56:44.3,373.623,56:44.3,62.1808,56:44.3,0.259709
56:44.4,374.025,56:44.4,62.0994,56:44.4,0.259835
56:44.5,374.227,56:44.5,62.0786,56:44.5,0.259771
56:44.6,374.476,56:44.6,62.0415,56:44.6,0.259905
56:44.7,374.877,56:44.7,61.9637,56:44.7,0.260123
56:44.8,375.098,56:44.8,62.0655,56:44.8,0.259627
56:44.9,375.415,56:44.9,61.9616,56:44.9,0.260511
56:45.0,375.7,56:45.0,61.8681,56:45.0,0.259745
56:45.1,376.066,56:45.1,61.9821,56:45.1,0.260601
56:45.2,376.26,56:45.2,61.9804,56:45.2,0.260594
56:45.3,376.697,56:45.3,62.0477,56:45.3,0.260791
56:45.4,376.828,56:45.4,61.766,56:45.4,0.2605
56:45.5,377.207,56:45.5,62.0062,56:45.5,0.261353
56:45.6,377.512,56:45.6,61.9282,56:45.6,0.260892
56:45.7,377.741,56:45.7,61.9242,56:45.7,0.260975
56:45.8,378.011,56:45.8,61.9286,56:45.8,0.261614
56:45.9,378.379,56:45.9,61.9115,56:45.9,0.261243
56:46.0,378.572,56:46.0,61.8403,56:46.0,0.262226
56:46.1,378.869,56:46.1,62.0929,56:46.1,0.262163
56:46.2,379.206,56:46.2,62.0033,56:46.2,0.261728
56:46.3,379.411,56:46.3,61.9907,56:46.3,0.262013
56:46.4,379.699,56:46.4,61.7797,56:46.4,0.261593
56:46.5,379.954,56:46.5,61.8329,56:46.5,0.262326
56:46.6,380.318,56:46.6,62.059,56:46.6,0.262857
56:46.7,380.517,56:46.7,61.943,56:46.7,0.26324
56:46.8,380.842,56:46.8,61.924,56:46.8,0.263296
56:46.9,381.155,56:46.9,61.6346,56:46.9,0.263366
56:47.0,381.418,56:47.0,61.8303,56:47.0,0.262986
56:47.1,381.7,56:47.1,61.8721,56:47.1,0.263773
56:47.2,381.94,56:47.2,61.8325,56:47.2,0.263786
56:47.3,382.165,56:47.3,61.979,56:47.3,0.264096
56:47.4,382.493,56:47.4,61.8633,56:47.4,0.264043
56:47.5,382.701,56:47.5,61.8419,56:47.5,0.263639
56:47.6,382.944,56:47.6,61.89,56:47.6,0.264639
56:47.7,383.168,56:47.7,61.9509,56:47.7,0.264017
56:47.8,383.567,56:47.8,61.8581,56:47.8,0.264655
56:47.9,383.711,56:47.9,61.8124,56:47.9,0.265077
56:48.0,384.065,56:48.0,61.9272,56:48.0,0.26512
56:48.1,384.314,56:48.1,61.774,56:48.1,0.265117
56:48.2,384.519,56:48.2,61.5853,56:48.2,0.265228
56:48.3,384.805,56:48.3,61.8295,56:48.3,0.265078
56:48.4,385.071,56:48.4,61.8433,56:48.4,0.265886
56:48.5,385.513,56:48.5,61.7386,56:48.5,0.266202
56:48.6,385.706,56:48.6,61.8533,56:48.6,0.265567
56:48.7,385.907,56:48.7,61.7716,56:48.7,0.266657
56:48.8,386.233,56:48.8,61.8126,56:48.8,0.26611
56:48.9,386.466,56:48.9,61.6641,56:48.9,0.266265
56:49.0,386.859,56:49.0,61.8373,56:49.0,0.26683
56:49.1,386.921,56:49.1,61.7619,56:49.1,0.266543
56:49.2,387.218,56:49.2,61.8334,56:49.2,0.266476
56:49.3,387.611,56:49.3,61.8095,56:49.3,0.267282
56:49.4,387.703,56:49.4,61.6934,56:49.4,0.267151
56:49.5,388.032,56:49.5,61.9125,56:49.5,0.26781
56:49.6,388.27,56:49.6,61.6619,56:49.6,0.267586
56:49.7,388.722,56:49.7,61.7989,56:49.7,0.267353
56:49.8,388.971,56:49.8,61.6952,56:49.8,0.2684
56:49.9,389.267,56:49.9,61.7648,56:49.9,0.267675
56:50.0,389.431,56:50.0,61.6798,56:50.0,0.268259
56:50.1,389.648,56:50.1,61.7379,56:50.1,0.268981
56:50.2,390.003,56:50.2,61.8227,56:50.2,0.268751
56:50.3,390.118,56:50.3,61.7551,56:50.3,0.268565
56:50.4,390.479,56:50.4,61.9222,56:50.4,0.269066
56:50.5,390.707,56:50.5,61.6914,56:50.5,0.268848
56:50.6,390.902,56:50.6,61.6813,56:50.6,0.269465
56:50.7,391.194,56:50.7,61.7905,56:50.7,0.269687
56:50.8,391.408,56:50.8,61.5738,56:50.8,0.26925
56:50.9,391.705,56:50.9,61.802,56:50.9,0.270028
56:51.0,391.943,56:51.0,61.7362,56:51.0,0.269403
56:51.1,392.212,56:51.1,61.8591,56:51.1,0.269879
56:51.2,392.343,56:51.2,61.5366,56:51.2,0.270235
56:51.3,392.657,56:51.3,61.6784,56:51.3,0.269866
56:51.4,392.864,56:51.4,61.6775,56:51.4,0.271113
56:51.5,393.139,56:51.5,61.6768,56:51.5,0.270325
56:51.6,393.378,56:51.6,61.5865,56:51.6,0.270786
56:51.7,393.62,56:51.7,61.7285,56:51.7,0.270801
56:51.8,393.774,56:51.8,61.8152,56:51.8,0.271005
56:51.9,393.982,56:51.9,61.5859,56:51.9,0.270828
56:52.0,394.311,56:52.0,61.7995,56:52.0,0.271131
56:52.1,394.573,56:52.1,61.5542,56:52.1,0.2718
56:52.2,394.739,56:52.2,61.6658,56:52.2,0.271096
56:52.3,395.102,56:52.3,61.6353,56:52.3,0.272087
56:52.4,395.219,56:52.4,61.6612,56:52.4,0.271499
56:52.5,395.565,56:52.5,61.6907,56:52.5,0.272104
56:52.6,395.728,56:52.6,61.5883,56:52.6,0.272064
56:52.7,395.973,56:52.7,61.5896,56:52.7,0.272302
56:52.8,396.218,56:52.8,61.711,56:52.8,0.272637
56:52.9,396.383,56:52.9,61.6465,56:52.9,0.272209
56:53.0,396.568,56:53.0,61.4136,56:53.0,0.272551
56:53.1,396.77,56:53.1,61.5898,56:53.1,0.273311
56:53.2,397.056,56:53.2,61.609,56:53.2,0.273362
56:53.3,397.27,56:53.3,61.5266,56:53.3,0.273068
56:53.4,397.533,56:53.4,61.558,56:53.4,0.273112
56:53.5,397.727,56:53.5,61.8016,56:53.5,0.272627
56:53.6,397.902,56:53.6,61.6757,56:53.6,0.273365
56:53.7,398.105,56:53.7,61.6213,56:53.7,0.273438
56:53.8,398.389,56:53.8,61.5302,56:53.8,0.274002
56:53.9,398.558,56:53.9,61.6829,56:53.9,0.273821
56:54.0,398.769,56:54.0,61.4951,56:54.0,0.273733
56:54.1,398.983,56:54.1,61.6949,56:54.1,0.274154
56:54.2,399.138,56:54.2,61.6748,56:54.2,0.274137
56:54.3,399.469,56:54.3,61.6002,56:54.3,0.274416
56:54.4,399.642,56:54.4,61.7539,56:54.4,0.274737
56:54.5,399.781,56:54.5,61.4505,56:54.5,0.274887
56:54.6,399.949,56:54.6,61.5835,56:54.6,0.274738
56:54.7,400.225,56:54.7,61.7981,56:54.7,0.275138
56:54.8,400.352,56:54.8,61.4825,56:54.8,0.27563
56:54.9,400.66,56:54.9,61.5228,56:54.9,0.274762
56:55.0,400.733,56:55.0,61.4283,56:55.0,0.275219
56:55.1,401.115,56:55.1,61.5943,56:55.1,0.275625
56:55.2,401.279,56:55.2,61.6756,56:55.2,0.27587
56:55.3,401.44,56:55.3,61.5268,56:55.3,0.275684
56:55.4,401.673,56:55.4,61.5305,56:55.4,0.276354
56:55.5,401.852,56:55.5,61.6276,56:55.5,0.275977
56:55.6,402.105,56:55.6,61.6756,56:55.6,0.275547
56:55.7,402.311,56:55.7,61.4816,56:55.7,0.276498
56:55.8,402.512,56:55.8,61.5615,56:55.8,0.276918
56:55.9,402.748,56:55.9,61.592,56:55.9,0.276311
56:56.0,402.85,56:56.0,61.6008,56:56.0,0.276375
56:56.1,403.073,56:56.1,61.457,56:56.1,0.276986
56:56.2,403.254,56:56.2,61.5422,56:56.2,0.276481
56:56.3,403.482,56:56.3,61.5813,56:56.3,0.277019
56:56.4,403.681,56:56.4,61.5304,56:56.4,0.277243
56:56.5,403.958,56:56.5,61.6102,56:56.5,0.276941
56:56.6,404.13,56:56.6,61.479,56:56.6,0.277232
56:56.7,404.286,56:56.7,61.5928,56:56.7,0.277189
56:56.8,404.464,56:56.8,61.4535,56:56.8,0.277253
56:56.9,404.782,56:56.9,61.5015,56:56.9,0.277567
56:57.0,405.011,56:57.0,61.4249,56:57.0,0.278001
