Time - Measured Data 0-Load,TDMS Value - Measured Data 0-Load,Time - Measured Data 0-Pressure,TDMS Value 2 - Measured Data 0-Pressure,Time - Measured Data 0-LVDT2,TDMS Value 3 - Measured Data 0-LVDT2
17:44.2,547.73,17:44.2,247.297,17:44.2,1.99847
17:44.3,547.973,17:44.3,246.64,17:44.3,1.99863
17:44.4,548.257,17:44.4,246.303,17:44.4,1.99826
17:44.5,548.496,17:44.5,245.603,17:44.5,1.99905
17:44.6,548.841,17:44.6,245.026,17:44.6,1.99857
17:44.7,549.136,17:44.7,244.586,17:44.7,1.99853
17:44.8,549.37,17:44.8,243.955,17:44.8,1.99837
17:44.9,549.668,17:44.9,243.573,17:44.9,1.99898
17:45.0,549.942,17:45.0,243.002,17:45.0,1.99946
17:45.1,550.307,17:45.1,242.4,17:45.1,1.99885
17:45.2,550.424,17:45.2,241.861,17:45.2,1.99962
17:45.3,550.742,17:45.3,241.481,17:45.3,1.9991
17:45.4,550.963,17:45.4,240.955,17:45.4,1.99952
17:45.5,551.177,17:45.5,240.511,17:45.5,1.99912
17:45.6,551.522,17:45.6,239.895,17:45.6,1.99935
17:45.7,551.667,17:45.7,239.505,17:45.7,1.99919
17:45.8,551.962,17:45.8,238.946,17:45.8,1.99945
17:45.9,552.289,17:45.9,238.472,17:45.9,1.99972
17:46.0,552.529,17:46.0,237.816,17:46.0,2
17:46.1,552.764,17:46.1,237.589,17:46.1,1.99981
17:46.2,553.203,17:46.2,236.904,17:46.2,2.00012
17:46.3,553.305,17:46.3,236.398,17:46.3,2.00042
17:46.4,553.541,17:46.4,236.081,17:46.4,2.00003
17:46.5,553.808,17:46.5,235.416,17:46.5,2.00015
17:46.6,554.138,17:46.6,235.128,17:46.6,2.00009
17:46.7,554.361,17:46.7,234.718,17:46.7,2.00088
17:46.8,554.586,17:46.8,233.852,17:46.8,2.00052
17:46.9,554.764,17:46.9,233.431,17:46.9,2.00081
17:47.0,555.16,17:47.0,232.95,17:47.0,2.00046
17:47.1,555.321,17:47.1,232.557,17:47.1,2.00063
17:47.2,555.657,17:47.2,232.231,17:47.2,2.00086
17:47.3,555.8,17:47.3,231.675,17:47.3,2.00072
17:47.4,556.025,17:47.4,231.123,17:47.4,2.00147
17:47.5,556.354,17:47.5,230.691,17:47.5,2.00112
17:47.6,556.48,17:47.6,230.193,17:47.6,2.00105
17:47.7,556.759,17:47.7,229.633,17:47.7,2.00148
17:47.8,557.036,17:47.8,229.244,17:47.8,2.0011
17:47.9,557.296,17:47.9,228.717,17:47.9,2.00168
17:48.0,557.401,17:48.0,228.209,17:48.0,2.00153
17:48.1,557.702,17:48.1,227.771,17:48.1,2.00116
17:48.2,557.883,17:48.2,227.281,17:48.2,2.00167
17:48.3,558.115,17:48.3,226.898,17:48.3,2.00224
17:48.4,558.329,17:48.4,226.298,17:48.4,2.00212
17:48.5,558.639,17:48.5,225.945,17:48.5,2.00248
17:48.6,558.921,17:48.6,225.533,17:48.6,2.00196
17:48.7,559.195,17:48.7,225.01,17:48.7,2.00237
17:48.8,559.39,17:48.8,224.611,17:48.8,2.00243
17:48.9,559.655,17:48.9,224.141,17:48.9,2.00202
17:49.0,559.82,17:49.0,223.617,17:49.0,2.00242
17:49.1,560.024,17:49.1,223.132,17:49.1,2.0023
17:49.2,560.293,17:49.2,222.736,17:49.2,2.00232
17:49.3,560.581,17:49.3,222.288,17:49.3,2.00287
17:49.4,560.715,17:49.4,221.833,17:49.4,2.00244
17:49.5,560.931,17:49.5,221.422,17:49.5,2.00322
17:49.6,561.185,17:49.6,221.017,17:49.6,2.00319
17:49.7,561.422,17:49.7,220.484,17:49.7,2.0028
17:49.8,561.707,17:49.8,220.285,17:49.8,2.00291
17:49.9,561.841,17:49.9,219.553,17:49.9,2.00325
17:50.0,561.893,17:50.0,219.057,17:50.0,2.00312
17:50.1,562.282,17:50.1,218.683,17:50.1,2.00314
17:50.2,562.52,17:50.2,218.444,17:50.2,2.00335
17:50.3,562.721,17:50.3,217.921,17:50.3,2.00336
17:50.4,562.913,17:50.4,217.511,17:50.4,2.00337
17:50.5,563.153,17:50.5,216.983,17:50.5,2.00353
17:50.6,563.341,17:50.6,216.534,17:50.6,2.00338
17:50.7,563.533,17:50.7,216.201,17:50.7,2.00336
17:50.8,563.819,17:50.8,215.793,17:50.8,2.00357
17:50.9,564.077,17:50.9,215.363,17:50.9,2.00344
17:51.0,564.226,17:51.0,214.828,17:51.0,2.00377
17:51.1,564.353,17:51.1,214.493,17:51.1,2.00354
17:51.2,564.633,17:51.2,214.054,17:51.2,2.00382
17:51.3,564.969,17:51.3,213.203,17:51.3,2.00363
17:51.4,565.102,17:51.4,212.762,17:51.4,2.00435
17:51.5,565.397,17:51.5,212.344,17:51.5,2.00425
17:51.6,565.683,17:51.6,211.898,17:51.6,2.00462
17:51.7,565.836,17:51.7,211.51,17:51.7,2.005
17:51.8,566.116,17:51.8,211.175,17:51.8,2.00452
17:51.9,566.324,17:51.9,210.614,17:51.9,2.00458
17:52.0,566.422,17:52.0,210.173,17:52.0,2.00449
17:52.1,566.761,17:52.1,209.588,17:52.1,2.004
17:52.2,566.881,17:52.2,209.334,17:52.2,2.00428
17:52.3,567.175,17:52.3,208.832,17:52.3,2.00428
17:52.4,567.522,17:52.4,208.529,17:52.4,2.00493
17:52.5,567.595,17:52.5,207.752,17:52.5,2.00495
17:52.6,567.799,17:52.6,207.568,17:52.6,2.00456
17:52.7,568.016,17:52.7,207.013,17:52.7,2.00497
17:52.8,568.236,17:52.8,206.548,17:52.8,2.00515
17:52.9,568.473,17:52.9,206.12,17:52.9,2.00509
17:53.0,568.769,17:53.0,205.62,17:53.0,2.00514
17:53.1,568.943,17:53.1,205.107,17:53.1,2.00558
17:53.2,569.194,17:53.2,204.566,17:53.2,2.00508
17:53.3,569.379,17:53.3,204.413,17:53.3,2.00592
17:53.4,569.608,17:53.4,203.89,17:53.4,2.00546
17:53.5,569.863,17:53.5,203.462,17:53.5,2.00583
17:53.6,569.982,17:53.6,202.96,17:53.6,2.00612
17:53.7,570.166,17:53.7,202.586,17:53.7,2.00582
17:53.8,570.311,17:53.8,202.093,17:53.8,2.0059
17:53.9,570.632,17:53.9,201.562,17:53.9,2.00651
17:54.0,570.817,17:54.0,201.151,17:54.0,2.00615
17:54.1,571.139,17:54.1,200.786,17:54.1,2.00634
17:54.2,571.242,17:54.2,200.351,17:54.2,2.00597
17:54.3,571.584,17:54.3,199.914,17:54.3,2.00642
17:54.4,571.655,17:54.4,199.443,17:54.4,2.00676
17:54.5,571.867,17:54.5,199.064,17:54.5,2.00655
17:54.6,572.062,17:54.6,198.565,17:54.6,2.00675
17:54.7,572.321,17:54.7,198.08,17:54.7,2.00708
17:54.8,572.475,17:54.8,197.787,17:54.8,2.00682
17:54.9,572.653,17:54.9,197.316,17:54.9,2.00731
17:55.0,572.89,17:55.0,197.021,17:55.0,2.00723
17:55.1,573.023,17:55.1,196.387,17:55.1,2.00699
17:55.2,573.221,17:55.2,196.039,17:55.2,2.00789
17:55.3,573.538,17:55.3,195.818,17:55.3,2.0071
17:55.4,573.762,17:55.4,195.348,17:55.4,2.00768
17:55.5,573.9,17:55.5,194.718,17:55.5,2.00765
17:55.6,574.036,17:55.6,194.406,17:55.6,2.00773
17:55.7,574.173,17:55.7,194.079,17:55.7,2.00727
17:55.8,574.447,17:55.8,193.698,17:55.8,2.00793
17:55.9,574.7,17:55.9,193.184,17:55.9,2.00798
17:56.0,574.783,17:56.0,192.866,17:56.0,2.00812
17:56.1,574.955,17:56.1,192.474,17:56.1,2.00819
17:56.2,575.268,17:56.2,192.184,17:56.2,2.00775
17:56.3,575.386,17:56.3,191.647,17:56.3,2.00795
17:56.4,575.685,17:56.4,191.186,17:56.4,2.0086
17:56.5,575.667,17:56.5,190.852,17:56.5,2.00848
17:56.6,575.954,17:56.6,190.425,17:56.6,2.0087
17:56.7,576.121,17:56.7,190.091,17:56.7,2.00855
17:56.8,576.372,17:56.8,189.631,17:56.8,2.00835
17:56.9,576.425,17:56.9,189.052,17:56.9,2.00864
17:57.0,576.716,17:57.0,188.873,17:57.0,2.00844
17:57.1,576.888,17:57.1,188.242,17:57.1,2.00845
17:57.2,577.057,17:57.2,187.988,17:57.2,2.0087
17:57.3,577.161,17:57.3,187.594,17:57.3,2.00911
17:57.4,577.336,17:57.4,187.269,17:57.4,2.00889
17:57.5,577.622,17:57.5,186.702,17:57.5,2.0089
17:57.6,577.738,17:57.6,186.277,17:57.6,2.00903
17:57.7,577.932,17:57.7,185.9,17:57.7,2.00933
17:57.8,578.115,17:57.8,185.268,17:57.8,2.00928
17:57.9,578.316,17:57.9,185.024,17:57.9,2.00893
17:58.0,578.53,17:58.0,184.515,17:58.0,2.00917
17:58.1,578.66,17:58.1,184.143,17:58.1,2.00972
17:58.2,578.852,17:58.2,183.738,17:58.2,2.00995
17:58.3,579.124,17:58.3,183.298,17:58.3,2.01014
17:58.4,579.263,17:58.4,182.807,17:58.4,2.00984
17:58.5,579.423,17:58.5,182.601,17:58.5,2.01016
17:58.6,579.595,17:58.6,182.062,17:58.6,2.01027
17:58.7,579.721,17:58.7,181.807,17:58.7,2.01038
17:58.8,579.952,17:58.8,181.367,17:58.8,2.01025
17:58.9,580.16,17:58.9,180.965,17:58.9,2.01033
17:59.0,580.273,17:59.0,180.591,17:59.0,2.01034
17:59.1,580.433,17:59.1,179.904,17:59.1,2.01034
17:59.2,580.598,17:59.2,179.734,17:59.2,2.01051
17:59.3,580.794,17:59.3,179.297,17:59.3,2.01075
17:59.4,581.076,17:59.4,178.805,17:59.4,2.01055
17:59.5,581.141,17:59.5,178.446,17:59.5,2.01088
17:59.6,581.368,17:59.6,177.892,17:59.6,2.01098
17:59.7,581.545,17:59.7,177.489,17:59.7,2.01116
17:59.8,581.749,17:59.8,177.127,17:59.8,2.01148
17:59.9,581.937,17:59.9,176.656,17:59.9,2.01097
18:00.0,582.118,18:00.0,176.38,18:00.0,2.0114
18:00.1,582.233,18:00.1,175.977,18:00.1,2.01142
18:00.2,582.408,18:00.2,175.437,18:00.2,2.01092
18:00.3,582.602,18:00.3,174.999,18:00.3,2.01177
18:00.4,582.785,18:00.4,174.781,18:00.4,2.01217
18:00.5,582.963,18:00.5,174.166,18:00.5,2.011
18:00.6,583.074,18:00.6,173.733,18:00.6,2.01184
18:00.7,583.29,18:00.7,173.337,18:00.7,2.01197
18:00.8,583.455,18:00.8,172.972,18:00.8,2.01182
18:00.9,583.557,18:00.9,172.634,18:00.9,2.0118
18:01.0,583.835,18:01.0,172.141,18:01.0,2.01193
18:01.1,583.909,18:01.1,171.432,18:01.1,2.01234
18:01.2,584.106,18:01.2,170.891,18:01.2,2.01275
18:01.3,584.293,18:01.3,170.5,18:01.3,2.01219
18:01.4,584.402,18:01.4,170.033,18:01.4,2.01286
18:01.5,584.689,18:01.5,169.558,18:01.5,2.01289
18:01.6,584.875,18:01.6,168.936,18:01.6,2.01277
18:01.7,584.907,18:01.7,168.736,18:01.7,2.01307
18:01.8,585.075,18:01.8,168.175,18:01.8,2.01317
18:01.9,585.201,18:01.9,167.636,18:01.9,2.0127
18:02.0,585.418,18:02.0,167.068,18:02.0,2.01321
18:02.1,585.537,18:02.1,166.812,18:02.1,2.01326
18:02.2,585.767,18:02.2,166.217,18:02.2,2.01342
18:02.3,585.76,18:02.3,165.885,18:02.3,2.01356
18:02.4,586.08,18:02.4,165.199,18:02.4,2.01369
18:02.5,586.038,18:02.5,165.113,18:02.5,2.01429
18:02.6,586.199,18:02.6,164.513,18:02.6,2.01411
18:02.7,586.262,18:02.7,164.087,18:02.7,2.01419
18:02.8,586.496,18:02.8,163.783,18:02.8,2.01438
18:02.9,586.564,18:02.9,163.125,18:02.9,2.01478
18:03.0,586.662,18:03.0,162.795,18:03.0,2.01426
18:03.1,586.859,18:03.1,162.142,18:03.1,2.01448
18:03.2,586.842,18:03.2,161.434,18:03.2,2.01451
18:03.3,587.036,18:03.3,161.207,18:03.3,2.01434
18:03.4,587.09,18:03.4,160.59,18:03.4,2.01478
18:03.5,587.17,18:03.5,160.291,18:03.5,2.01489
18:03.6,587.269,18:03.6,159.68,18:03.6,2.01542
18:03.7,587.361,18:03.7,159.127,18:03.7,2.01544
18:03.8,587.41,18:03.8,158.593,18:03.8,2.01535
18:03.9,587.432,18:03.9,158.23,18:03.9,2.01593
18:04.0,587.49,18:04.0,157.588,18:04.0,2.01581
18:04.1,587.54,18:04.1,157.026,18:04.1,2.01616
18:04.2,587.587,18:04.2,156.839,18:04.2,2.01639
18:04.3,587.648,18:04.3,156.225,18:04.3,2.01606
18:04.4,587.591,18:04.4,155.733,18:04.4,2.0161
18:04.5,587.534,18:04.5,155.227,18:04.5,2.01643
18:04.6,587.373,18:04.6,154.714,18:04.6,2.01626
18:04.7,587.388,18:04.7,154.283,18:04.7,2.01692
18:04.8,587.344,18:04.8,153.702,18:04.8,2.01672
18:04.9,587.273,18:04.9,153.31,18:04.9,2.01695
18:05.0,571.752,18:05.0,153.257,18:05.0,2.02114
18:05.1,571.598,18:05.1,152.972,18:05.1,2.02137
18:05.2,571.556,18:05.2,152.443,18:05.2,2.0214
18:05.3,571.526,18:05.3,152.014,18:05.3,2.02129
18:05.4,571.151,18:05.4,151.414,18:05.4,2.02159
18:05.5,570.987,18:05.5,151,18:05.5,2.0216
18:05.6,571.041,18:05.6,150.559,18:05.6,2.02127
18:05.7,571.115,18:05.7,150.045,18:05.7,2.02165
18:05.8,571.048,18:05.8,149.732,18:05.8,2.02194
18:05.9,570.954,18:05.9,149.264,18:05.9,2.02247
18:06.0,571.268,18:06.0,148.77,18:06.0,2.02257
18:06.1,571.255,18:06.1,148.354,18:06.1,2.02234
18:06.2,571.478,18:06.2,148.004,18:06.2,2.02237
18:06.3,571.554,18:06.3,147.563,18:06.3,2.02257
18:06.4,571.705,18:06.4,147.086,18:06.4,2.02332
18:06.5,571.814,18:06.5,146.638,18:06.5,2.02308
18:06.6,571.914,18:06.6,146.321,18:06.6,2.02341
18:06.7,572.278,18:06.7,145.869,18:06.7,2.02298
18:06.8,572.391,18:06.8,145.279,18:06.8,2.02333
18:06.9,572.509,18:06.9,144.895,18:06.9,2.02326
18:07.0,572.766,18:07.0,144.488,18:07.0,2.02356
18:07.1,572.955,18:07.1,144.302,18:07.1,2.02331
18:07.2,573.052,18:07.2,143.635,18:07.2,2.02368
18:07.3,573.239,18:07.3,143.306,18:07.3,2.02369
18:07.4,573.519,18:07.4,142.922,18:07.4,2.02335
18:07.5,573.688,18:07.5,142.403,18:07.5,2.02404
18:07.6,573.783,18:07.6,142.02,18:07.6,2.02348
18:07.7,574.034,18:07.7,141.579,18:07.7,2.0243
18:07.8,574.184,18:07.8,141.161,18:07.8,2.02416
18:07.9,574.2,18:07.9,140.613,18:07.9,2.02458
18:08.0,574.395,18:08.0,140.112,18:08.0,2.02416
18:08.1,574.471,18:08.1,139.777,18:08.1,2.02444
18:08.2,574.577,18:08.2,139.302,18:08.2,2.0248
18:08.3,559.591,18:08.3,139.211,18:08.3,2.02861
18:08.4,559.356,18:08.4,138.856,18:08.4,2.02882
18:08.5,559.349,18:08.5,138.414,18:08.5,2.02869
18:08.6,559.204,18:08.6,137.949,18:08.6,2.02878
18:08.7,559.24,18:08.7,137.527,18:08.7,2.02889
18:08.8,559.216,18:08.8,137.16,18:08.8,2.02872
18:08.9,559.324,18:08.9,136.718,18:08.9,2.02948
18:09.0,559.32,18:09.0,136.352,18:09.0,2.02937
18:09.1,559.27,18:09.1,135.799,18:09.1,2.02961
18:09.2,559.326,18:09.2,135.649,18:09.2,2.02931
18:09.3,559.35,18:09.3,135.002,18:09.3,2.0296
18:09.4,559.482,18:09.4,134.447,18:09.4,2.02976
18:09.5,559.605,18:09.5,134.19,18:09.5,2.03006
18:09.6,559.708,18:09.6,133.816,18:09.6,2.03015
18:09.7,559.732,18:09.7,133.458,18:09.7,2.03068
18:09.8,559.909,18:09.8,133.206,18:09.8,2.03042
18:09.9,560.03,18:09.9,132.558,18:09.9,2.03001
18:10.0,560.142,18:10.0,132.221,18:10.0,2.03089
18:10.1,560.254,18:10.1,131.779,18:10.1,2.03083
18:10.2,560.376,18:10.2,131.526,18:10.2,2.03045
18:10.3,559.825,18:10.3,130.989,18:10.3,2.03105
18:10.4,534.943,18:10.4,131.02,18:10.4,2.03764
18:10.5,534.819,18:10.5,130.55,18:10.5,2.03775
18:10.6,534.8,18:10.6,130.034,18:10.6,2.03819
18:10.7,534.81,18:10.7,129.766,18:10.7,2.03753
18:10.8,534.734,18:10.8,129.356,18:10.8,2.03816
18:10.9,534.862,18:10.9,128.972,18:10.9,2.03804
18:11.0,534.741,18:11.0,128.595,18:11.0,2.03785
18:11.1,534.804,18:11.1,128.143,18:11.1,2.03823
18:11.2,534.896,18:11.2,127.805,18:11.2,2.03843
18:11.3,535.077,18:11.3,127.326,18:11.3,2.03826
18:11.4,535.263,18:11.4,126.884,18:11.4,2.03853
18:11.5,535.256,18:11.5,126.624,18:11.5,2.03856
18:11.6,535.391,18:11.6,126.216,18:11.6,2.03874
18:11.7,535.556,18:11.7,125.7,18:11.7,2.0387
18:11.8,535.686,18:11.8,125.443,18:11.8,2.03927
18:11.9,535.911,18:11.9,124.822,18:11.9,2.03967
18:12.0,536.149,18:12.0,124.735,18:12.0,2.03948
18:12.1,536.249,18:12.1,124.063,18:12.1,2.03951
18:12.2,536.261,18:12.2,123.718,18:12.2,2.03965
18:12.3,536.382,18:12.3,123.333,18:12.3,2.03971
18:12.4,536.545,18:12.4,122.783,18:12.4,2.03971
18:12.5,536.682,18:12.5,122.719,18:12.5,2.03977
18:12.6,536.877,18:12.6,122.092,18:12.6,2.03982
18:12.7,536.895,18:12.7,121.733,18:12.7,2.03932
18:12.8,537.051,18:12.8,121.223,18:12.8,2.04057
18:12.9,537.193,18:12.9,120.74,18:12.9,2.0408
18:13.0,537.164,18:13.0,120.436,18:13.0,2.04118
18:13.1,537.375,18:13.1,120.27,18:13.1,2.04061
18:13.2,537.406,18:13.2,119.698,18:13.2,2.0406
18:13.3,537.396,18:13.3,119.531,18:13.3,2.04052
18:13.4,537.611,18:13.4,119.287,18:13.4,2.04061
18:13.5,484.002,18:13.5,119.905,18:13.5,2.0577
18:13.6,486,18:13.6,119.322,18:13.6,2.05772
18:13.7,485.931,18:13.7,118.899,18:13.7,2.0575
18:13.8,485.736,18:13.8,118.359,18:13.8,2.05764
18:13.9,485.749,18:13.9,118.194,18:13.9,2.05801
18:14.0,485.829,18:14.0,117.661,18:14.0,2.05841
18:14.1,485.759,18:14.1,117.383,18:14.1,2.05789
18:14.2,485.811,18:14.2,116.999,18:14.2,2.05834
18:14.3,485.913,18:14.3,116.555,18:14.3,2.05763
18:14.4,485.927,18:14.4,116.491,18:14.4,2.05859
18:14.5,486.066,18:14.5,115.954,18:14.5,2.05832
18:14.6,486.206,18:14.6,115.539,18:14.6,2.05839
18:14.7,486.185,18:14.7,115.116,18:14.7,2.05855
18:14.8,486.378,18:14.8,114.809,18:14.8,2.0577
18:14.9,486.453,18:14.9,114.538,18:14.9,2.05816
18:15.0,486.535,18:15.0,114.259,18:15.0,2.05851
18:15.1,486.773,18:15.1,113.783,18:15.1,2.05827
18:15.2,486.906,18:15.2,113.454,18:15.2,2.05894
18:15.3,486.937,18:15.3,113.095,18:15.3,2.05906
18:15.4,487.103,18:15.4,112.715,18:15.4,2.05863
18:15.5,487.099,18:15.5,112.49,18:15.5,2.05929
18:15.6,487.199,18:15.6,111.924,18:15.6,2.05929
18:15.7,484.638,18:15.7,111.752,18:15.7,2.05965
18:15.8,484.453,18:15.8,111.54,18:15.8,2.0596
18:15.9,484.333,18:15.9,111.177,18:15.9,2.06007
18:16.0,484.39,18:16.0,110.84,18:16.0,2.06043
18:16.1,484.288,18:16.1,110.294,18:16.1,2.06067
18:16.2,484.266,18:16.2,110.043,18:16.2,2.06068
18:16.3,484.317,18:16.3,109.719,18:16.3,2.06064
18:16.4,484.299,18:16.4,109.308,18:16.4,2.06101
18:16.5,484.216,18:16.5,109.206,18:16.5,2.06063
18:16.6,484.419,18:16.6,108.666,18:16.6,2.06077
18:16.7,484.341,18:16.7,108.377,18:16.7,2.06114
18:16.8,484.453,18:16.8,108.123,18:16.8,2.0615
18:16.9,484.505,18:16.9,107.69,18:16.9,2.06141
18:17.0,484.737,18:17.0,107.491,18:17.0,2.06136
18:17.1,484.744,18:17.1,107.164,18:17.1,2.06169
18:17.2,484.766,18:17.2,106.759,18:17.2,2.06153
18:17.3,484.935,18:17.3,106.397,18:17.3,2.06141
18:17.4,485.124,18:17.4,106.097,18:17.4,2.06172
18:17.5,485.196,18:17.5,105.907,18:17.5,2.06147
18:17.6,485.117,18:17.6,105.485,18:17.6,2.06183
18:17.7,485.202,18:17.7,105.204,18:17.7,2.0624
18:17.8,485.335,18:17.8,104.714,18:17.8,2.06211
18:17.9,485.337,18:17.9,104.541,18:17.9,2.06252
18:18.0,485.426,18:18.0,104.258,18:18.0,2.0622
18:18.1,485.504,18:18.1,103.839,18:18.1,2.06204
18:18.2,485.588,18:18.2,103.46,18:18.2,2.06231
18:18.3,485.656,18:18.3,103.172,18:18.3,2.06274
18:18.4,485.645,18:18.4,103.041,18:18.4,2.06301
18:18.5,485.741,18:18.5,102.793,18:18.5,2.06311
18:18.6,485.758,18:18.6,102.155,18:18.6,2.06294
18:18.7,485.903,18:18.7,101.831,18:18.7,2.06326
18:18.8,485.899,18:18.8,101.71,18:18.8,2.06303
18:18.9,485.964,18:18.9,101.366,18:18.9,2.06336
18:19.0,485.987,18:19.0,100.879,18:19.0,2.0634
18:19.1,486.058,18:19.1,100.732,18:19.1,2.06351
18:19.2,486.026,18:19.2,100.415,18:19.2,2.0629
18:19.3,486.057,18:19.3,100.199,18:19.3,2.06352
18:19.4,486.113,18:19.4,99.8828,18:19.4,2.06374
18:19.5,486.083,18:19.5,99.5474,18:19.5,2.06388
18:19.6,486.17,18:19.6,99.3266,18:19.6,2.06394
18:19.7,486.193,18:19.7,98.907,18:19.7,2.06434
18:19.8,486.094,18:19.8,98.4656,18:19.8,2.06429
18:19.9,486.019,18:19.9,98.3837,18:19.9,2.06461
18:20.0,486.089,18:20.0,98.011,18:20.0,2.06495
18:20.1,485.957,18:20.1,97.7803,18:20.1,2.06467
18:20.2,485.996,18:20.2,97.488,18:20.2,2.06455
18:20.3,485.864,18:20.3,97.2427,18:20.3,2.06528
18:20.4,485.867,18:20.4,96.8719,18:20.4,2.06499
18:20.5,485.908,18:20.5,96.494,18:20.5,2.06536
18:20.6,485.849,18:20.6,96.4223,18:20.6,2.0655
18:20.7,485.859,18:20.7,96.0389,18:20.7,2.06561
18:20.8,485.834,18:20.8,95.4725,18:20.8,2.06514
18:20.9,485.786,18:20.9,95.3251,18:20.9,2.06565
18:21.0,485.82,18:21.0,95.2285,18:21.0,2.0657
18:21.1,485.709,18:21.1,94.8511,18:21.1,2.06591
18:21.2,485.505,18:21.2,94.6616,18:21.2,2.06609
18:21.3,404.98,18:21.3,96.1487,18:21.3,2.09343
18:21.4,405.389,18:21.4,95.7304,18:21.4,2.09354
18:21.5,405.18,18:21.5,95.1524,18:21.5,2.09376
18:21.6,405.174,18:21.6,95.0814,18:21.6,2.09399
18:21.7,405.009,18:21.7,94.7622,18:21.7,2.0935
18:21.8,404.914,18:21.8,94.4075,18:21.8,2.0934
18:21.9,404.797,18:21.9,93.9798,18:21.9,2.09366
18:22.0,404.521,18:22.0,95.2374,18:22.0,2.09395
18:22.1,404.252,18:22.1,95.6755,18:22.1,2.09398
18:22.2,404.148,18:22.2,95.9557,18:22.2,2.09455
18:22.3,403.917,18:22.3,95.9026,18:22.3,2.0938
18:22.4,403.82,18:22.4,96.0984,18:22.4,2.09424
18:22.5,403.72,18:22.5,96.2401,18:22.5,2.094
18:22.6,403.653,18:22.6,96.3379,18:22.6,2.09418
18:22.7,403.419,18:22.7,96.3189,18:22.7,2.09451
18:22.8,403.404,18:22.8,96.5358,18:22.8,2.09418
18:22.9,403.317,18:22.9,96.6063,18:22.9,2.09428
18:23.0,403.258,18:23.0,96.6156,18:23.0,2.09443
18:23.1,403.202,18:23.1,96.6938,18:23.1,2.09422
18:23.2,403.082,18:23.2,96.5845,18:23.2,2.09485
18:23.3,402.991,18:23.3,96.8063,18:23.3,2.09423
18:23.4,402.931,18:23.4,96.7509,18:23.4,2.09444
18:23.5,402.763,18:23.5,96.8113,18:23.5,2.09377
18:23.6,402.758,18:23.6,96.8995,18:23.6,2.09436
18:23.7,402.706,18:23.7,97.0113,18:23.7,2.09437
18:23.8,402.576,18:23.8,97.0292,18:23.8,2.09434
18:23.9,402.575,18:23.9,97.1333,18:23.9,2.0941
18:24.0,402.515,18:24.0,97.1636,18:24.0,2.09444
18:24.1,402.388,18:24.1,97.0723,18:24.1,2.09446
18:24.2,402.36,18:24.2,97.2418,18:24.2,2.09414
18:24.3,402.374,18:24.3,97.3789,18:24.3,2.09484
18:24.4,402.28,18:24.4,97.4193,18:24.4,2.09463
18:24.5,402.264,18:24.5,97.2669,18:24.5,2.09481
18:24.6,402.083,18:24.6,97.4548,18:24.6,2.09451
18:24.7,402.036,18:24.7,97.3522,18:24.7,2.09427
18:24.8,401.961,18:24.8,97.4282,18:24.8,2.0945
18:24.9,401.963,18:24.9,97.3685,18:24.9,2.09393
18:25.0,401.927,18:25.0,97.6184,18:25.0,2.09462
18:25.1,401.81,18:25.1,97.6933,18:25.1,2.09434
18:25.2,401.778,18:25.2,97.5456,18:25.2,2.09473
18:25.3,401.732,18:25.3,97.698,18:25.3,2.0945
18:25.4,401.77,18:25.4,97.701,18:25.4,2.09425
18:25.5,401.604,18:25.5,97.6042,18:25.5,2.09433
18:25.6,401.686,18:25.6,97.4403,18:25.6,2.09462
18:25.7,401.573,18:25.7,97.8176,18:25.7,2.09442
18:25.8,401.542,18:25.8,97.7957,18:25.8,2.09431
18:25.9,401.513,18:25.9,97.7748,18:25.9,2.09441
18:26.0,401.441,18:26.0,97.8045,18:26.0,2.09443
18:26.1,401.409,18:26.1,97.8892,18:26.1,2.09466
18:26.2,401.354,18:26.2,97.8221,18:26.2,2.09448
18:26.3,401.365,18:26.3,97.9196,18:26.3,2.09478
18:26.4,401.383,18:26.4,97.9305,18:26.4,2.09451
18:26.5,401.336,18:26.5,97.9699,18:26.5,2.09441
18:26.6,401.267,18:26.6,98.1165,18:26.6,2.09477
18:26.7,401.365,18:26.7,98.1458,18:26.7,2.0941
18:26.8,401.25,18:26.8,97.9337,18:26.8,2.09483
18:26.9,401.186,18:26.9,98.0242,18:26.9,2.09476
18:27.0,401.162,18:27.0,97.8266,18:27.0,2.09467
18:27.1,401.068,18:27.1,98.149,18:27.1,2.09479
18:27.2,401.039,18:27.2,98.0669,18:27.2,2.09465
18:27.3,400.94,18:27.3,98.127,18:27.3,2.09462
18:27.4,400.949,18:27.4,98.0245,18:27.4,2.09466
18:27.5,400.956,18:27.5,98.1913,18:27.5,2.09415
18:27.6,401.003,18:27.6,98.0797,18:27.6,2.09517
18:27.7,400.964,18:27.7,98.3385,18:27.7,2.09447
18:27.8,400.996,18:27.8,98.3218,18:27.8,2.09456
18:27.9,400.856,18:27.9,98.252,18:27.9,2.095
18:28.0,400.876,18:28.0,98.4112,18:28.0,2.09483
18:28.1,400.779,18:28.1,98.437,18:28.1,2.09518
18:28.2,400.846,18:28.2,98.1942,18:28.2,2.09498
18:28.3,400.777,18:28.3,98.232,18:28.3,2.09479
18:28.4,400.661,18:28.4,98.4607,18:28.4,2.09492
18:28.5,400.701,18:28.5,98.4186,18:28.5,2.09468
18:28.6,400.676,18:28.6,98.5118,18:28.6,2.0948
