Time - Measured Data 0-Load,TDMS Value - Measured Data 0-Load,Time - Measured Data 0-Pressure,TDMS Value 2 - Measured Data 0-Pressure,Time - Measured Data 0-LVDT2,TDMS Value 3 - Measured Data 0-LVDT2
06:14.3,515.634,06:14.3,258.303,06:14.3,1.68858
06:14.4,515.756,06:14.4,258.389,06:14.4,1.68813
06:14.5,515.747,06:14.5,258.213,06:14.5,1.68843
06:14.6,515.881,06:14.6,258.031,06:14.6,1.68841
06:14.7,515.781,06:14.7,258.098,06:14.7,1.68866
06:14.8,515.918,06:14.8,257.921,06:14.8,1.68886
06:14.9,516.015,06:14.9,257.637,06:14.9,1.6887
06:15.0,516.106,06:15.0,257.521,06:15.0,1.68862
06:15.1,516.208,06:15.1,257.45,06:15.1,1.6888
06:15.2,516.193,06:15.2,257.259,06:15.2,1.68892
06:15.3,516.294,06:15.3,257.377,06:15.3,1.68891
06:15.4,516.332,06:15.4,257.232,06:15.4,1.68891
06:15.5,516.393,06:15.5,257.05,06:15.5,1.68864
06:15.6,516.555,06:15.6,256.992,06:15.6,1.68935
06:15.7,516.555,06:15.7,256.707,06:15.7,1.68907
06:15.8,516.632,06:15.8,256.552,06:15.8,1.68925
06:15.9,516.655,06:15.9,256.531,06:15.9,1.68908
06:16.0,516.72,06:16.0,256.603,06:16.0,1.68871
06:16.1,516.899,06:16.1,256.633,06:16.1,1.6888
06:16.2,516.761,06:16.2,256.195,06:16.2,1.68858
06:16.3,516.971,06:16.3,256.255,06:16.3,1.68923
06:16.4,516.979,06:16.4,256.009,06:16.4,1.68913
06:16.5,517.079,06:16.5,255.955,06:16.5,1.68897
06:16.6,517.029,06:16.6,255.929,06:16.6,1.68865
06:16.7,517.218,06:16.7,255.718,06:16.7,1.68875
06:16.8,517.259,06:16.8,255.55,06:16.8,1.68896
06:16.9,517.316,06:16.9,255.543,06:16.9,1.68923
06:17.0,517.418,06:17.0,255.149,06:17.0,1.68945
06:17.1,517.5,06:17.1,255.209,06:17.1,1.68867
06:17.2,517.503,06:17.2,255.173,06:17.2,1.68909
06:17.3,517.714,06:17.3,255.02,06:17.3,1.68924
06:17.4,517.685,06:17.4,254.845,06:17.4,1.68903
06:17.5,517.781,06:17.5,254.963,06:17.5,1.6892
06:17.6,517.846,06:17.6,254.705,06:17.6,1.68931
06:17.7,517.878,06:17.7,254.583,06:17.7,1.68922
06:17.8,517.9,06:17.8,254.33,06:17.8,1.68885
06:17.9,518.027,06:17.9,254.317,06:17.9,1.68909
06:18.0,518.078,06:18.0,254.361,06:18.0,1.68885
06:18.1,518.117,06:18.1,254.233,06:18.1,1.68935
06:18.2,518.14,06:18.2,254.127,06:18.2,1.68895
06:18.3,518.265,06:18.3,253.862,06:18.3,1.68928
06:18.4,518.304,06:18.4,253.811,06:18.4,1.68934
06:18.5,518.363,06:18.5,253.632,06:18.5,1.68961
06:18.6,518.404,06:18.6,253.891,06:18.6,1.68927
06:18.7,518.537,06:18.7,253.472,06:18.7,1.68908
06:18.8,518.58,06:18.8,253.484,06:18.8,1.68984
06:18.9,518.597,06:18.9,253.302,06:18.9,1.68971
06:19.0,518.584,06:19.0,253.05,06:19.0,1.68904
06:19.1,518.632,06:19.1,253.174,06:19.1,1.68892
06:19.2,518.813,06:19.2,253.012,06:19.2,1.68898
06:19.3,518.788,06:19.3,252.834,06:19.3,1.68934
06:19.4,518.803,06:19.4,252.776,06:19.4,1.68976
06:19.5,519.011,06:19.5,252.663,06:19.5,1.6892
06:19.6,519.041,06:19.6,252.665,06:19.6,1.68944
06:19.7,519.121,06:19.7,252.519,06:19.7,1.6896
06:19.8,519.169,06:19.8,252.276,06:19.8,1.68923
06:19.9,519.264,06:19.9,252.048,06:19.9,1.68996
06:20.0,519.241,06:20.0,252.044,06:20.0,1.68955
06:20.1,519.287,06:20.1,251.884,06:20.1,1.68963
06:20.2,519.502,06:20.2,251.943,06:20.2,1.69001
06:20.3,519.447,06:20.3,251.862,06:20.3,1.68966
06:20.4,519.351,06:20.4,251.769,06:20.4,1.68951
06:20.5,519.632,06:20.5,251.615,06:20.5,1.68966
06:20.6,519.66,06:20.6,251.402,06:20.6,1.68989
06:20.7,519.714,06:20.7,251.384,06:20.7,1.68997
06:20.8,519.697,06:20.8,251.24,06:20.8,1.69022
06:20.9,519.744,06:20.9,251.113,06:20.9,1.68957
06:21.0,519.798,06:21.0,251.007,06:21.0,1.68996
06:21.1,519.944,06:21.1,250.886,06:21.1,1.69009
06:21.2,520.058,06:21.2,250.864,06:21.2,1.6899
06:21.3,520.117,06:21.3,250.671,06:21.3,1.68989
06:21.4,520.127,06:21.4,250.711,06:21.4,1.68933
06:21.5,520.177,06:21.5,250.439,06:21.5,1.68944
06:21.6,520.263,06:21.6,250.423,06:21.6,1.68965
06:21.7,520.282,06:21.7,250.273,06:21.7,1.69003
06:21.8,520.355,06:21.8,250.256,06:21.8,1.68958
06:21.9,520.367,06:21.9,250.057,06:21.9,1.6893
06:22.0,520.505,06:22.0,249.899,06:22.0,1.6895
06:22.1,520.45,06:22.1,249.866,06:22.1,1.68977
06:22.2,520.514,06:22.2,249.975,06:22.2,1.68958
06:22.3,520.569,06:22.3,249.824,06:22.3,1.68969
06:22.4,520.757,06:22.4,249.564,06:22.4,1.68924
06:22.5,520.738,06:22.5,249.366,06:22.5,1.68987
06:22.6,520.795,06:22.6,249.355,06:22.6,1.69009
06:22.7,520.791,06:22.7,249.333,06:22.7,1.68957
06:22.8,520.943,06:22.8,249.134,06:22.8,1.69046
06:22.9,520.915,06:22.9,249.004,06:22.9,1.69034
06:23.0,521.165,06:23.0,249.06,06:23.0,1.69002
06:23.1,521.039,06:23.1,248.707,06:23.1,1.69021
06:23.2,521.169,06:23.2,248.602,06:23.2,1.6901
06:23.3,521.258,06:23.3,248.503,06:23.3,1.69011
06:23.4,521.202,06:23.4,248.648,06:23.4,1.68991
06:23.5,521.387,06:23.5,248.396,06:23.5,1.68927
06:23.6,521.335,06:23.6,248.272,06:23.6,1.69005
06:23.7,521.408,06:23.7,248.159,06:23.7,1.68981
06:23.8,521.556,06:23.8,248.165,06:23.8,1.69017
06:23.9,521.682,06:23.9,248.054,06:23.9,1.69015
06:24.0,521.72,06:24.0,247.866,06:24.0,1.69031
06:24.1,521.875,06:24.1,247.751,06:24.1,1.69031
06:24.2,521.821,06:24.2,247.687,06:24.2,1.69025
06:24.3,521.869,06:24.3,247.524,06:24.3,1.69001
06:24.4,521.932,06:24.4,247.431,06:24.4,1.69013
06:24.5,522.046,06:24.5,247.271,06:24.5,1.69026
06:24.6,522.207,06:24.6,247.028,06:24.6,1.69038
06:24.7,522.133,06:24.7,247.01,06:24.7,1.68953
06:24.8,522.255,06:24.8,246.934,06:24.8,1.69036
06:24.9,522.333,06:24.9,246.927,06:24.9,1.69019
06:25.0,522.378,06:25.0,246.871,06:25.0,1.69015
06:25.1,522.359,06:25.1,246.651,06:25.1,1.69002
06:25.2,522.458,06:25.2,246.341,06:25.2,1.68995
06:25.3,522.513,06:25.3,246.556,06:25.3,1.69032
06:25.4,522.534,06:25.4,246.225,06:25.4,1.69021
06:25.5,522.536,06:25.5,246.21,06:25.5,1.68982
06:25.6,522.663,06:25.6,246.143,06:25.6,1.69075
06:25.7,522.807,06:25.7,246.037,06:25.7,1.69051
06:25.8,522.77,06:25.8,245.867,06:25.8,1.69031
06:25.9,522.871,06:25.9,245.673,06:25.9,1.69044
06:26.0,522.987,06:26.0,245.612,06:26.0,1.69037
06:26.1,522.952,06:26.1,245.524,06:26.1,1.69005
06:26.2,523.054,06:26.2,245.39,06:26.2,1.69033
06:26.3,523.099,06:26.3,245.421,06:26.3,1.69005
06:26.4,523.091,06:26.4,245.322,06:26.4,1.69033
06:26.5,523.271,06:26.5,245.16,06:26.5,1.69023
06:26.6,523.298,06:26.6,244.87,06:26.6,1.69029
06:26.7,523.312,06:26.7,245.018,06:26.7,1.69056
06:26.8,523.335,06:26.8,244.927,06:26.8,1.69076
06:26.9,523.413,06:26.9,244.856,06:26.9,1.69046
06:27.0,523.461,06:27.0,244.742,06:27.0,1.69001
06:27.1,523.512,06:27.1,244.393,06:27.1,1.69047
06:27.2,523.602,06:27.2,244.417,06:27.2,1.69014
06:27.3,523.669,06:27.3,244.279,06:27.3,1.69056
06:27.4,523.581,06:27.4,244.28,06:27.4,1.69044
06:27.5,523.66,06:27.5,244.258,06:27.5,1.69121
06:27.6,523.695,06:27.6,243.975,06:27.6,1.6911
06:27.7,523.815,06:27.7,244.038,06:27.7,1.69109
06:27.8,523.917,06:27.8,243.905,06:27.8,1.69059
06:27.9,523.94,06:27.9,243.892,06:27.9,1.69064
06:28.0,523.994,06:28.0,243.734,06:28.0,1.6912
06:28.1,524.1,06:28.1,243.684,06:28.1,1.69058
06:28.2,524.108,06:28.2,243.423,06:28.2,1.69084
06:28.3,524.164,06:28.3,243.175,06:28.3,1.69079
06:28.4,524.187,06:28.4,243.128,06:28.4,1.69077
06:28.5,524.229,06:28.5,243.058,06:28.5,1.69037
06:28.6,524.325,06:28.6,243.033,06:28.6,1.69076
06:28.7,524.435,06:28.7,242.757,06:28.7,1.69121
06:28.8,524.448,06:28.8,242.975,06:28.8,1.69097
06:28.9,524.526,06:28.9,242.596,06:28.9,1.69106
06:29.0,524.581,06:29.0,242.787,06:29.0,1.69024
06:29.1,524.735,06:29.1,242.633,06:29.1,1.69104
06:29.2,524.795,06:29.2,242.302,06:29.2,1.69123
06:29.3,524.766,06:29.3,242.406,06:29.3,1.69067
06:29.4,524.828,06:29.4,242.383,06:29.4,1.69116
06:29.5,524.874,06:29.5,242.018,06:29.5,1.69112
06:29.6,524.789,06:29.6,242.084,06:29.6,1.69079
06:29.7,524.967,06:29.7,241.941,06:29.7,1.69084
06:29.8,524.977,06:29.8,241.783,06:29.8,1.6907
06:29.9,525.107,06:29.9,241.703,06:29.9,1.69111
06:30.0,525.145,06:30.0,241.641,06:30.0,1.69132
06:30.1,525.17,06:30.1,241.408,06:30.1,1.69114
06:30.2,525.253,06:30.2,241.424,06:30.2,1.69102
06:30.3,525.33,06:30.3,241.181,06:30.3,1.69108
06:30.4,525.424,06:30.4,240.986,06:30.4,1.69126
06:30.5,525.442,06:30.5,241.014,06:30.5,1.69094
06:30.6,525.442,06:30.6,240.884,06:30.6,1.69081
06:30.7,525.581,06:30.7,241.058,06:30.7,1.69128
06:30.8,525.632,06:30.8,240.751,06:30.8,1.69146
06:30.9,525.662,06:30.9,240.736,06:30.9,1.69088
06:31.0,525.729,06:31.0,240.593,06:31.0,1.69172
06:31.1,525.745,06:31.1,240.581,06:31.1,1.69098
06:31.2,525.752,06:31.2,240.417,06:31.2,1.69115
06:31.3,525.798,06:31.3,240.23,06:31.3,1.691
06:31.4,525.817,06:31.4,240.002,06:31.4,1.69133
06:31.5,525.854,06:31.5,240.085,06:31.5,1.69096
06:31.6,526.113,06:31.6,239.934,06:31.6,1.69185
06:31.7,526.164,06:31.7,239.882,06:31.7,1.69116
06:31.8,526.107,06:31.8,239.919,06:31.8,1.69139
06:31.9,526.227,06:31.9,239.552,06:31.9,1.6913
06:32.0,526.289,06:32.0,239.594,06:32.0,1.69087
06:32.1,526.361,06:32.1,239.511,06:32.1,1.69188
06:32.2,526.33,06:32.2,239.422,06:32.2,1.69149
06:32.3,526.356,06:32.3,239.279,06:32.3,1.69121
06:32.4,526.487,06:32.4,239.102,06:32.4,1.69142
06:32.5,526.533,06:32.5,238.987,06:32.5,1.69115
06:32.6,526.627,06:32.6,238.942,06:32.6,1.69176
06:32.7,526.614,06:32.7,238.828,06:32.7,1.69175
06:32.8,526.722,06:32.8,238.656,06:32.8,1.69113
06:32.9,526.734,06:32.9,238.651,06:32.9,1.69154
06:33.0,526.827,06:33.0,238.684,06:33.0,1.69155
06:33.1,526.777,06:33.1,238.333,06:33.1,1.69138
06:33.2,526.968,06:33.2,238.452,06:33.2,1.69191
06:33.3,527.085,06:33.3,238.413,06:33.3,1.69203
06:33.4,527.054,06:33.4,238.147,06:33.4,1.69119
06:33.5,527.156,06:33.5,237.999,06:33.5,1.69155
06:33.6,527.268,06:33.6,237.827,06:33.6,1.6919
06:33.7,527.211,06:33.7,237.918,06:33.7,1.69124
06:33.8,527.273,06:33.8,237.713,06:33.8,1.69186
06:33.9,527.221,06:33.9,237.592,06:33.9,1.69186
06:34.0,527.437,06:34.0,237.64,06:34.0,1.6915
06:34.1,527.418,06:34.1,237.508,06:34.1,1.6916
06:34.2,527.488,06:34.2,237.297,06:34.2,1.69173
06:34.3,527.57,06:34.3,237.242,06:34.3,1.69192
06:34.4,527.617,06:34.4,237.298,06:34.4,1.69228
06:34.5,527.583,06:34.5,237.037,06:34.5,1.6921
06:34.6,527.739,06:34.6,237.016,06:34.6,1.69133
06:34.7,527.8,06:34.7,236.907,06:34.7,1.69188
06:34.8,527.937,06:34.8,236.864,06:34.8,1.69177
06:34.9,527.841,06:34.9,236.766,06:34.9,1.69145
06:35.0,527.913,06:35.0,236.57,06:35.0,1.6923
06:35.1,528.015,06:35.1,236.323,06:35.1,1.69132
06:35.2,528.061,06:35.2,236.283,06:35.2,1.69161
06:35.3,528.079,06:35.3,236.41,06:35.3,1.69237
06:35.4,528.172,06:35.4,236.122,06:35.4,1.69229
06:35.5,528.246,06:35.5,236.185,06:35.5,1.69162
06:35.6,528.209,06:35.6,236.05,06:35.6,1.69179
06:35.7,528.315,06:35.7,235.858,06:35.7,1.6921
06:35.8,528.399,06:35.8,235.753,06:35.8,1.69244
06:35.9,528.458,06:35.9,235.661,06:35.9,1.69188
06:36.0,528.573,06:36.0,235.527,06:36.0,1.6917
06:36.1,528.573,06:36.1,235.511,06:36.1,1.69222
06:36.2,528.545,06:36.2,235.394,06:36.2,1.69176
06:36.3,528.717,06:36.3,235.325,06:36.3,1.6916
06:36.4,528.865,06:36.4,235.234,06:36.4,1.69255
06:36.5,528.765,06:36.5,235.035,06:36.5,1.69252
06:36.6,528.785,06:36.6,234.965,06:36.6,1.69246
06:36.7,528.954,06:36.7,235.014,06:36.7,1.69216
06:36.8,528.916,06:36.8,234.667,06:36.8,1.69262
06:36.9,529.015,06:36.9,234.755,06:36.9,1.69204
06:37.0,529.043,06:37.0,234.819,06:37.0,1.69174
06:37.1,529.185,06:37.1,234.452,06:37.1,1.69217
06:37.2,529.2,06:37.2,234.372,06:37.2,1.69231
06:37.3,529.217,06:37.3,234.262,06:37.3,1.6927
06:37.4,529.278,06:37.4,234.118,06:37.4,1.69232
06:37.5,529.461,06:37.5,234.178,06:37.5,1.69275
06:37.6,529.39,06:37.6,233.982,06:37.6,1.69209
06:37.7,529.363,06:37.7,233.904,06:37.7,1.69247
06:37.8,529.404,06:37.8,233.61,06:37.8,1.69289
06:37.9,529.558,06:37.9,233.74,06:37.9,1.69269
06:38.0,529.571,06:38.0,233.596,06:38.0,1.69225
06:38.1,529.734,06:38.1,233.307,06:38.1,1.69218
06:38.2,529.746,06:38.2,233.419,06:38.2,1.69193
06:38.3,529.762,06:38.3,233.306,06:38.3,1.69269
06:38.4,529.806,06:38.4,233.167,06:38.4,1.69326
06:38.5,529.912,06:38.5,233.142,06:38.5,1.6923
06:38.6,529.982,06:38.6,232.986,06:38.6,1.69259
06:38.7,530.026,06:38.7,233.046,06:38.7,1.69263
06:38.8,529.999,06:38.8,232.744,06:38.8,1.69289
06:38.9,530.035,06:38.9,232.854,06:38.9,1.69286
06:39.0,530.102,06:39.0,232.799,06:39.0,1.6926
06:39.1,530.186,06:39.1,232.636,06:39.1,1.69229
06:39.2,530.221,06:39.2,232.505,06:39.2,1.69298
06:39.3,530.243,06:39.3,232.573,06:39.3,1.69266
06:39.4,530.377,06:39.4,232.25,06:39.4,1.69237
06:39.5,530.297,06:39.5,232.209,06:39.5,1.69308
06:39.6,530.336,06:39.6,232.09,06:39.6,1.69274
06:39.7,530.428,06:39.7,232.109,06:39.7,1.69265
06:39.8,530.592,06:39.8,231.929,06:39.8,1.69304
06:39.9,530.598,06:39.9,231.757,06:39.9,1.69273
06:40.0,530.575,06:40.0,231.731,06:40.0,1.69298
06:40.1,530.743,06:40.1,231.718,06:40.1,1.69289
06:40.2,530.704,06:40.2,231.563,06:40.2,1.6923
06:40.3,530.786,06:40.3,231.477,06:40.3,1.69322
06:40.4,530.791,06:40.4,231.169,06:40.4,1.69278
06:40.5,531.012,06:40.5,231.293,06:40.5,1.69327
06:40.6,531.023,06:40.6,231.286,06:40.6,1.69275
06:40.7,530.971,06:40.7,231.114,06:40.7,1.69257
06:40.8,531.084,06:40.8,230.991,06:40.8,1.69305
06:40.9,531.132,06:40.9,230.868,06:40.9,1.69264
06:41.0,531.195,06:41.0,230.658,06:41.0,1.69338
06:41.1,531.271,06:41.1,230.539,06:41.1,1.69277
06:41.2,531.235,06:41.2,230.545,06:41.2,1.69265
06:41.3,531.299,06:41.3,230.43,06:41.3,1.69338
06:41.4,531.313,06:41.4,230.38,06:41.4,1.69272
06:41.5,531.378,06:41.5,230.23,06:41.5,1.69321
06:41.6,531.554,06:41.6,230.22,06:41.6,1.69356
06:41.7,531.612,06:41.7,230.037,06:41.7,1.69306
06:41.8,531.584,06:41.8,230.033,06:41.8,1.69237
06:41.9,531.655,06:41.9,229.993,06:41.9,1.69368
06:42.0,531.611,06:42.0,229.871,06:42.0,1.69284
06:42.1,531.751,06:42.1,229.601,06:42.1,1.69291
06:42.2,531.801,06:42.2,229.571,06:42.2,1.69297
06:42.3,531.718,06:42.3,229.358,06:42.3,1.69345
06:42.4,531.965,06:42.4,229.462,06:42.4,1.69321
06:42.5,532.003,06:42.5,229.52,06:42.5,1.69271
06:42.6,532.02,06:42.6,229.2,06:42.6,1.6933
06:42.7,532.124,06:42.7,229.203,06:42.7,1.69292
06:42.8,532.092,06:42.8,229.252,06:42.8,1.6932
06:42.9,532.093,06:42.9,229.123,06:42.9,1.69287
06:43.0,532.233,06:43.0,228.878,06:43.0,1.69305
06:43.1,532.161,06:43.1,228.841,06:43.1,1.69321
06:43.2,532.407,06:43.2,228.737,06:43.2,1.69313
06:43.3,532.47,06:43.3,228.528,06:43.3,1.69296
06:43.4,532.405,06:43.4,228.51,06:43.4,1.69315
06:43.5,532.467,06:43.5,228.402,06:43.5,1.6936
06:43.6,532.59,06:43.6,228.361,06:43.6,1.69342
06:43.7,532.577,06:43.7,228.145,06:43.7,1.69305
06:43.8,532.657,06:43.8,228.249,06:43.8,1.69343
06:43.9,532.644,06:43.9,228.091,06:43.9,1.69328
06:44.0,532.744,06:44.0,228.043,06:44.0,1.69308
06:44.1,532.84,06:44.1,227.965,06:44.1,1.69312
06:44.2,532.903,06:44.2,227.821,06:44.2,1.6934
06:44.3,532.928,06:44.3,227.686,06:44.3,1.69306
06:44.4,532.883,06:44.4,227.508,06:44.4,1.69325
06:44.5,532.891,06:44.5,227.44,06:44.5,1.69337
06:44.6,533.072,06:44.6,227.523,06:44.6,1.69313
06:44.7,533.046,06:44.7,227.512,06:44.7,1.69319
06:44.8,533.038,06:44.8,227.439,06:44.8,1.69357
06:44.9,533.147,06:44.9,227.357,06:44.9,1.69315
06:45.0,533.2,06:45.0,227.182,06:45.0,1.69374
06:45.1,533.338,06:45.1,227.103,06:45.1,1.69337
06:45.2,533.372,06:45.2,226.991,06:45.2,1.69313
06:45.3,533.369,06:45.3,226.861,06:45.3,1.69394
06:45.4,533.429,06:45.4,226.74,06:45.4,1.69342
06:45.5,533.486,06:45.5,226.768,06:45.5,1.69361
06:45.6,533.429,06:45.6,226.381,06:45.6,1.6934
06:45.7,533.597,06:45.7,226.514,06:45.7,1.69378
06:45.8,533.562,06:45.8,226.485,06:45.8,1.69368
06:45.9,533.765,06:45.9,226.311,06:45.9,1.69376
06:46.0,533.781,06:46.0,226.21,06:46.0,1.69412
06:46.1,533.827,06:46.1,226.253,06:46.1,1.69359
06:46.2,533.905,06:46.2,226.037,06:46.2,1.69385
06:46.3,533.837,06:46.3,226.089,06:46.3,1.6934
06:46.4,533.897,06:46.4,225.907,06:46.4,1.69408
06:46.5,534.006,06:46.5,225.821,06:46.5,1.69372
06:46.6,534.114,06:46.6,225.67,06:46.6,1.69392
06:46.7,534.143,06:46.7,225.353,06:46.7,1.69299
06:46.8,534.189,06:46.8,225.445,06:46.8,1.69421
06:46.9,534.072,06:46.9,225.506,06:46.9,1.69368
06:47.0,534.188,06:47.0,225.208,06:47.0,1.69423
06:47.1,534.202,06:47.1,225.352,06:47.1,1.69378
06:47.2,534.31,06:47.2,225.283,06:47.2,1.69401
06:47.3,534.361,06:47.3,225.073,06:47.3,1.69353
06:47.4,534.429,06:47.4,224.996,06:47.4,1.69458
06:47.5,534.397,06:47.5,224.725,06:47.5,1.69413
06:47.6,534.491,06:47.6,224.863,06:47.6,1.6943
06:47.7,534.571,06:47.7,224.653,06:47.7,1.6938
06:47.8,534.644,06:47.8,224.768,06:47.8,1.69427
06:47.9,534.65,06:47.9,224.463,06:47.9,1.69397
06:48.0,534.694,06:48.0,224.458,06:48.0,1.69446
06:48.1,534.706,06:48.1,224.339,06:48.1,1.69432
06:48.2,534.719,06:48.2,224.282,06:48.2,1.69391
06:48.3,534.774,06:48.3,224.035,06:48.3,1.69391
06:48.4,534.878,06:48.4,224.361,06:48.4,1.69374
06:48.5,534.918,06:48.5,224.022,06:48.5,1.69375
06:48.6,534.951,06:48.6,223.744,06:48.6,1.69447
06:48.7,534.943,06:48.7,223.812,06:48.7,1.69394
06:48.8,535.088,06:48.8,223.735,06:48.8,1.6939
06:48.9,535.066,06:48.9,223.782,06:48.9,1.69402
06:49.0,535.156,06:49.0,223.528,06:49.0,1.6939
06:49.1,535.151,06:49.1,223.506,06:49.1,1.6947
06:49.2,535.304,06:49.2,223.46,06:49.2,1.69365
06:49.3,535.266,06:49.3,223.347,06:49.3,1.69487
06:49.4,535.278,06:49.4,223.129,06:49.4,1.6947
06:49.5,535.419,06:49.5,222.923,06:49.5,1.69387
06:49.6,535.38,06:49.6,223.085,06:49.6,1.6947
06:49.7,535.526,06:49.7,222.938,06:49.7,1.69454
06:49.8,535.507,06:49.8,222.719,06:49.8,1.69472
06:49.9,535.567,06:49.9,222.634,06:49.9,1.69404
06:50.0,535.618,06:50.0,222.7,06:50.0,1.69476
06:50.1,535.553,06:50.1,222.561,06:50.1,1.69408
06:50.2,535.727,06:50.2,222.499,06:50.2,1.69433
06:50.3,535.794,06:50.3,222.539,06:50.3,1.69444
06:50.4,535.752,06:50.4,222.318,06:50.4,1.69417
06:50.5,535.756,06:50.5,222.258,06:50.5,1.6944
06:50.6,535.82,06:50.6,222.272,06:50.6,1.69429
06:50.7,535.97,06:50.7,222.041,06:50.7,1.69416
06:50.8,535.901,06:50.8,222.073,06:50.8,1.69489
06:50.9,535.966,06:50.9,221.874,06:50.9,1.69449
06:51.0,536.046,06:51.0,221.851,06:51.0,1.69482
06:51.1,536.028,06:51.1,221.756,06:51.1,1.69442
06:51.2,536.046,06:51.2,221.574,06:51.2,1.69431
06:51.3,536.192,06:51.3,221.583,06:51.3,1.69496
06:51.4,536.199,06:51.4,221.337,06:51.4,1.69428
06:51.5,536.192,06:51.5,221.337,06:51.5,1.69461
06:51.6,536.344,06:51.6,221.414,06:51.6,1.69444
06:51.7,536.358,06:51.7,221.244,06:51.7,1.69455
06:51.8,536.411,06:51.8,221.138,06:51.8,1.69512
06:51.9,536.47,06:51.9,221.065,06:51.9,1.69436
06:52.0,536.509,06:52.0,221.006,06:52.0,1.69475
06:52.1,536.557,06:52.1,220.872,06:52.1,1.69449
06:52.2,536.65,06:52.2,220.654,06:52.2,1.69498
06:52.3,536.604,06:52.3,220.724,06:52.3,1.69474
06:52.4,536.668,06:52.4,220.632,06:52.4,1.69407
06:52.5,536.749,06:52.5,220.48,06:52.5,1.69521
06:52.6,536.895,06:52.6,220.519,06:52.6,1.69468
06:52.7,536.929,06:52.7,220.199,06:52.7,1.69476
06:52.8,536.929,06:52.8,220.354,06:52.8,1.69436
06:52.9,536.942,06:52.9,220.072,06:52.9,1.69492
06:53.0,537.107,06:53.0,220.051,06:53.0,1.69494
06:53.1,537.118,06:53.1,219.979,06:53.1,1.69502
06:53.2,537.139,06:53.2,219.728,06:53.2,1.69479
06:53.3,537.203,06:53.3,219.874,06:53.3,1.69482
06:53.4,537.261,06:53.4,219.712,06:53.4,1.6953
06:53.5,537.268,06:53.5,219.535,06:53.5,1.69467
06:53.6,537.418,06:53.6,219.375,06:53.6,1.69466
06:53.7,537.401,06:53.7,219.414,06:53.7,1.69518
06:53.8,537.474,06:53.8,219.428,06:53.8,1.69476
06:53.9,537.484,06:53.9,219.11,06:53.9,1.69494
06:54.0,537.526,06:54.0,219.114,06:54.0,1.69514
06:54.1,537.572,06:54.1,218.899,06:54.1,1.69454
06:54.2,537.651,06:54.2,218.776,06:54.2,1.69558
06:54.3,537.63,06:54.3,218.754,06:54.3,1.69459
06:54.4,537.78,06:54.4,218.734,06:54.4,1.69529
06:54.5,537.717,06:54.5,218.623,06:54.5,1.69528
06:54.6,537.869,06:54.6,218.606,06:54.6,1.69535
06:54.7,537.897,06:54.7,218.654,06:54.7,1.69524
06:54.8,537.909,06:54.8,218.466,06:54.8,1.69513
06:54.9,537.836,06:54.9,218.531,06:54.9,1.69506
06:55.0,537.943,06:55.0,218.202,06:55.0,1.69499
06:55.1,537.988,06:55.1,218.126,06:55.1,1.69582
06:55.2,538.133,06:55.2,218.199,06:55.2,1.69513
06:55.3,538.156,06:55.3,218.126,06:55.3,1.69548
06:55.4,538.096,06:55.4,218.037,06:55.4,1.69533
06:55.5,538.232,06:55.5,217.945,06:55.5,1.69597
06:55.6,538.181,06:55.6,217.745,06:55.6,1.69512
06:55.7,538.273,06:55.7,217.454,06:55.7,1.6952
06:55.8,538.281,06:55.8,217.404,06:55.8,1.69546
06:55.9,538.382,06:55.9,217.548,06:55.9,1.69531
06:56.0,538.426,06:56.0,217.563,06:56.0,1.69551
06:56.1,538.445,06:56.1,217.284,06:56.1,1.69584
06:56.2,538.477,06:56.2,217.223,06:56.2,1.69536
06:56.3,538.506,06:56.3,217.117,06:56.3,1.69567
06:56.4,538.587,06:56.4,216.971,06:56.4,1.69522
06:56.5,538.647,06:56.5,217.135,06:56.5,1.696
06:56.6,538.731,06:56.6,216.996,06:56.6,1.69513
06:56.7,538.791,06:56.7,216.887,06:56.7,1.6957
06:56.8,538.831,06:56.8,216.823,06:56.8,1.69516
06:56.9,538.858,06:56.9,216.628,06:56.9,1.69547
06:57.0,538.898,06:57.0,216.475,06:57.0,1.69532
06:57.1,538.951,06:57.1,216.611,06:57.1,1.69547
06:57.2,538.955,06:57.2,216.486,06:57.2,1.69602
06:57.3,538.995,06:57.3,216.343,06:57.3,1.69541
06:57.4,539.14,06:57.4,216.318,06:57.4,1.69604
06:57.5,539.139,06:57.5,216.263,06:57.5,1.69545
06:57.6,539.115,06:57.6,215.91,06:57.6,1.69549
06:57.7,539.16,06:57.7,216.016,06:57.7,1.69523
06:57.8,539.27,06:57.8,216.088,06:57.8,1.696
06:57.9,539.263,06:57.9,215.737,06:57.9,1.69564
06:58.0,539.386,06:58.0,215.567,06:58.0,1.69586
06:58.1,539.506,06:58.1,215.453,06:58.1,1.69551
06:58.2,539.574,06:58.2,215.538,06:58.2,1.69516
06:58.3,539.583,06:58.3,215.494,06:58.3,1.69628
06:58.4,539.527,06:58.4,215.461,06:58.4,1.69629
06:58.5,539.672,06:58.5,215.292,06:58.5,1.69582
06:58.6,539.674,06:58.6,215.194,06:58.6,1.69612
06:58.7,539.712,06:58.7,215.146,06:58.7,1.69552
06:58.8,539.747,06:58.8,215.075,06:58.8,1.69623
06:58.9,539.826,06:58.9,214.988,06:58.9,1.69614
06:59.0,539.818,06:59.0,214.845,06:59.0,1.69596
