Time - Measured Data 0-Load,TDMS Value - Measured Data 0-Load,Time - Measured Data 0-Pressure,TDMS Value 2 - Measured Data 0-Pressure,Time - Measured Data 0-LVDT2,TDMS Value 3 - Measured Data 0-LVDT2
42:39.5,500.058,42:39.5,314.056,42:39.5,1.31082
42:39.6,499.887,42:39.6,314.044,42:39.6,1.31104
42:39.7,499.957,42:39.7,314.26,42:39.7,1.31053
42:39.8,499.918,42:39.8,314.155,42:39.8,1.31117
42:39.9,499.77,42:39.9,314.049,42:39.9,1.31117
42:40.0,499.93,42:40.0,314.115,42:40.0,1.31096
42:40.1,499.968,42:40.1,314.053,42:40.1,1.31102
42:40.2,499.927,42:40.2,313.986,42:40.2,1.31088
42:40.3,499.94,42:40.3,313.966,42:40.3,1.31093
42:40.4,499.878,42:40.4,314.016,42:40.4,1.31113
42:40.5,499.909,42:40.5,314.049,42:40.5,1.31123
42:40.6,499.969,42:40.6,314.124,42:40.6,1.31075
42:40.7,499.993,42:40.7,313.993,42:40.7,1.31135
42:40.8,499.857,42:40.8,314.089,42:40.8,1.31089
42:40.9,499.94,42:40.9,314.144,42:40.9,1.31112
42:41.0,499.934,42:41.0,314.155,42:41.0,1.31123
42:41.1,499.976,42:41.1,314.175,42:41.1,1.31095
42:41.2,499.901,42:41.2,313.971,42:41.2,1.31097
42:41.3,499.929,42:41.3,314.01,42:41.3,1.31114
42:41.4,499.992,42:41.4,313.977,42:41.4,1.3108
42:41.5,499.869,42:41.5,314.197,42:41.5,1.3109
42:41.6,500.007,42:41.6,314.18,42:41.6,1.31135
42:41.7,499.955,42:41.7,314.067,42:41.7,1.31119
42:41.8,499.929,42:41.8,314.044,42:41.8,1.31107
42:41.9,499.832,42:41.9,313.948,42:41.9,1.31093
42:42.0,499.868,42:42.0,314.095,42:42.0,1.31119
42:42.1,499.968,42:42.1,314.095,42:42.1,1.31096
42:42.2,499.963,42:42.2,314.077,42:42.2,1.31116
42:42.3,499.952,42:42.3,314.276,42:42.3,1.31094
42:42.4,499.912,42:42.4,314.099,42:42.4,1.31081
42:42.5,499.925,42:42.5,314.085,42:42.5,1.31102
42:42.6,500.015,42:42.6,314.146,42:42.6,1.31086
42:42.7,499.896,42:42.7,314.054,42:42.7,1.31068
42:42.8,499.867,42:42.8,314.114,42:42.8,1.31114
42:42.9,499.894,42:42.9,313.9,42:42.9,1.31066
42:43.0,499.92,42:43.0,314.162,42:43.0,1.31085
42:43.1,499.956,42:43.1,313.996,42:43.1,1.3114
42:43.2,499.918,42:43.2,314.022,42:43.2,1.31078
42:43.3,499.864,42:43.3,314.104,42:43.3,1.31113
42:43.4,499.994,42:43.4,314.182,42:43.4,1.3108
42:43.5,499.886,42:43.5,314.167,42:43.5,1.31081
42:43.6,500.041,42:43.6,314.005,42:43.6,1.31099
42:43.7,499.896,42:43.7,314.064,42:43.7,1.31106
42:43.8,499.845,42:43.8,314.081,42:43.8,1.31095
42:43.9,499.92,42:43.9,314.153,42:43.9,1.31062
42:44.0,499.97,42:44.0,314.107,42:44.0,1.31124
42:44.1,499.823,42:44.1,314.246,42:44.1,1.31093
42:44.2,499.874,42:44.2,314.147,42:44.2,1.3109
42:44.3,499.884,42:44.3,314.276,42:44.3,1.31086
42:44.4,499.938,42:44.4,313.989,42:44.4,1.31071
42:44.5,499.909,42:44.5,314.029,42:44.5,1.31121
42:44.6,499.889,42:44.6,314.202,42:44.6,1.31055
42:44.7,499.943,42:44.7,314.106,42:44.7,1.31092
42:44.8,499.832,42:44.8,314.096,42:44.8,1.31096
42:44.9,499.892,42:44.9,314.208,42:44.9,1.3109
42:45.0,499.934,42:45.0,314.122,42:45.0,1.3107
42:45.1,499.969,42:45.1,314.185,42:45.1,1.31077
42:45.2,499.891,42:45.2,314.111,42:45.2,1.31064
42:45.3,499.893,42:45.3,314.213,42:45.3,1.31055
42:45.4,499.915,42:45.4,314.344,42:45.4,1.31069
42:45.5,499.891,42:45.5,314.042,42:45.5,1.31077
42:45.6,500.027,42:45.6,314.233,42:45.6,1.3109
42:45.7,499.89,42:45.7,314.124,42:45.7,1.31102
42:45.8,499.94,42:45.8,314.133,42:45.8,1.31041
42:45.9,499.944,42:45.9,313.986,42:45.9,1.31041
42:46.0,499.842,42:46.0,314.192,42:46.0,1.31043
42:46.1,499.975,42:46.1,314.266,42:46.1,1.31053
42:46.2,500.016,42:46.2,314.158,42:46.2,1.3106
42:46.3,499.878,42:46.3,314.143,42:46.3,1.3111
42:46.4,499.968,42:46.4,314.179,42:46.4,1.31051
42:46.5,499.934,42:46.5,314.218,42:46.5,1.3104
42:46.6,500.02,42:46.6,314.17,42:46.6,1.31064
42:46.7,499.878,42:46.7,313.968,42:46.7,1.31108
42:46.8,499.856,42:46.8,313.945,42:46.8,1.31046
42:46.9,499.921,42:46.9,314.154,42:46.9,1.31065
42:47.0,499.989,42:47.0,314,42:47.0,1.31072
42:47.1,499.912,42:47.1,314.271,42:47.1,1.31065
42:47.2,499.902,42:47.2,314.1,42:47.2,1.31142
42:47.3,499.991,42:47.3,314.218,42:47.3,1.31024
42:47.4,499.902,42:47.4,314.208,42:47.4,1.31077
42:47.5,499.87,42:47.5,314.064,42:47.5,1.31042
42:47.6,499.94,42:47.6,314.144,42:47.6,1.31041
42:47.7,499.901,42:47.7,313.911,42:47.7,1.3101
42:47.8,499.816,42:47.8,314.185,42:47.8,1.31092
42:47.9,499.941,42:47.9,314.151,42:47.9,1.31094
42:48.0,499.923,42:48.0,314.148,42:48.0,1.31068
42:48.1,499.88,42:48.1,314.115,42:48.1,1.31047
42:48.2,499.867,42:48.2,314.226,42:48.2,1.31031
42:48.3,499.958,42:48.3,314.108,42:48.3,1.31068
42:48.4,499.859,42:48.4,314.259,42:48.4,1.31037
42:48.5,499.924,42:48.5,314.181,42:48.5,1.31062
42:48.6,499.82,42:48.6,314.131,42:48.6,1.31068
42:48.7,499.972,42:48.7,314.222,42:48.7,1.31098
42:48.8,499.921,42:48.8,314.043,42:48.8,1.31068
42:48.9,499.922,42:48.9,314.049,42:48.9,1.31052
42:49.0,499.935,42:49.0,314.18,42:49.0,1.31082
42:49.1,499.911,42:49.1,314.214,42:49.1,1.31043
42:49.2,499.875,42:49.2,314.264,42:49.2,1.31045
42:49.3,499.915,42:49.3,314.042,42:49.3,1.31085
42:49.4,499.961,42:49.4,314.177,42:49.4,1.3105
42:49.5,499.886,42:49.5,314.249,42:49.5,1.31069
42:49.6,499.847,42:49.6,314.056,42:49.6,1.31048
42:49.7,499.871,42:49.7,314.19,42:49.7,1.31094
42:49.8,499.86,42:49.8,314.115,42:49.8,1.31094
42:49.9,499.955,42:49.9,314.343,42:49.9,1.31095
42:50.0,499.849,42:50.0,314.268,42:50.0,1.31016
42:50.1,499.929,42:50.1,314.108,42:50.1,1.31054
42:50.2,499.835,42:50.2,314.14,42:50.2,1.31074
42:50.3,499.892,42:50.3,314.068,42:50.3,1.31075
42:50.4,499.918,42:50.4,313.991,42:50.4,1.31139
42:50.5,499.941,42:50.5,314.221,42:50.5,1.31082
42:50.6,499.9,42:50.6,314.137,42:50.6,1.31106
42:50.7,499.915,42:50.7,314.021,42:50.7,1.31099
42:50.8,499.875,42:50.8,314.064,42:50.8,1.31083
42:50.9,499.901,42:50.9,314.193,42:50.9,1.31112
42:51.0,499.889,42:51.0,314.196,42:51.0,1.31094
42:51.1,499.801,42:51.1,314.108,42:51.1,1.31039
42:51.2,499.904,42:51.2,314.14,42:51.2,1.31103
42:51.3,499.826,42:51.3,314.138,42:51.3,1.31101
42:51.4,499.836,42:51.4,314.203,42:51.4,1.31072
42:51.5,499.77,42:51.5,314.035,42:51.5,1.31135
42:51.6,499.889,42:51.6,314.102,42:51.6,1.31077
42:51.7,499.837,42:51.7,314.093,42:51.7,1.31094
42:51.8,499.879,42:51.8,314.096,42:51.8,1.31139
42:51.9,499.886,42:51.9,313.988,42:51.9,1.3108
42:52.0,499.995,42:52.0,314.081,42:52.0,1.31129
42:52.1,499.818,42:52.1,314.306,42:52.1,1.31123
42:52.2,499.758,42:52.2,314.051,42:52.2,1.31132
42:52.3,499.755,42:52.3,314.084,42:52.3,1.31136
42:52.4,499.868,42:52.4,314.005,42:52.4,1.31121
42:52.5,499.851,42:52.5,314.104,42:52.5,1.31082
42:52.6,499.779,42:52.6,314.192,42:52.6,1.31081
42:52.7,499.903,42:52.7,314.145,42:52.7,1.31068
42:52.8,499.882,42:52.8,314.29,42:52.8,1.31142
42:52.9,499.804,42:52.9,314.107,42:52.9,1.3109
42:53.0,499.954,42:53.0,314.327,42:53.0,1.31115
42:53.1,499.831,42:53.1,314.05,42:53.1,1.31139
42:53.2,499.802,42:53.2,314.166,42:53.2,1.31126
42:53.3,499.895,42:53.3,314.2,42:53.3,1.31114
42:53.4,499.83,42:53.4,314.146,42:53.4,1.31123
42:53.5,499.824,42:53.5,314.226,42:53.5,1.31106
42:53.6,499.87,42:53.6,314.07,42:53.6,1.31119
42:53.7,499.893,42:53.7,314.143,42:53.7,1.31126
42:53.8,499.816,42:53.8,314.23,42:53.8,1.31128
42:53.9,499.804,42:53.9,314.271,42:53.9,1.31112
42:54.0,499.938,42:54.0,314.012,42:54.0,1.31114
42:54.1,499.842,42:54.1,314.067,42:54.1,1.31145
42:54.2,499.897,42:54.2,314.219,42:54.2,1.31131
42:54.3,499.893,42:54.3,314.021,42:54.3,1.31084
42:54.4,499.851,42:54.4,314.191,42:54.4,1.31151
42:54.5,499.849,42:54.5,314.133,42:54.5,1.31105
42:54.6,499.781,42:54.6,314.077,42:54.6,1.31157
42:54.7,499.846,42:54.7,314.204,42:54.7,1.31137
42:54.8,499.905,42:54.8,314.211,42:54.8,1.31141
42:54.9,499.787,42:54.9,314.198,42:54.9,1.3106
42:55.0,499.823,42:55.0,314.258,42:55.0,1.31131
42:55.1,499.841,42:55.1,314.178,42:55.1,1.3114
42:55.2,499.852,42:55.2,314.334,42:55.2,1.31167
42:55.3,499.857,42:55.3,314.01,42:55.3,1.31108
42:55.4,499.893,42:55.4,314.038,42:55.4,1.311
42:55.5,499.886,42:55.5,314.154,42:55.5,1.31124
42:55.6,499.855,42:55.6,314.242,42:55.6,1.31103
42:55.7,499.753,42:55.7,314.091,42:55.7,1.31117
42:55.8,499.888,42:55.8,314.093,42:55.8,1.31071
42:55.9,499.793,42:55.9,314.057,42:55.9,1.31118
42:56.0,499.8,42:56.0,314.006,42:56.0,1.31129
42:56.1,499.836,42:56.1,314.162,42:56.1,1.31123
42:56.2,499.789,42:56.2,314.148,42:56.2,1.31139
42:56.3,499.927,42:56.3,314.144,42:56.3,1.31112
42:56.4,499.795,42:56.4,314.229,42:56.4,1.31105
42:56.5,499.692,42:56.5,314.066,42:56.5,1.3115
42:56.6,499.77,42:56.6,314.212,42:56.6,1.31104
42:56.7,499.782,42:56.7,314.246,42:56.7,1.31104
42:56.8,499.754,42:56.8,314.231,42:56.8,1.31128
42:56.9,499.716,42:56.9,314.157,42:56.9,1.3114
42:57.0,499.888,42:57.0,314.075,42:57.0,1.31119
42:57.1,499.744,42:57.1,314.251,42:57.1,1.31157
42:57.2,499.79,42:57.2,314.152,42:57.2,1.31173
42:57.3,499.771,42:57.3,314.177,42:57.3,1.31161
42:57.4,499.778,42:57.4,314.037,42:57.4,1.31135
42:57.5,499.785,42:57.5,314.079,42:57.5,1.31124
42:57.6,499.753,42:57.6,314.057,42:57.6,1.31105
42:57.7,499.745,42:57.7,314.037,42:57.7,1.31112
42:57.8,499.897,42:57.8,314.138,42:57.8,1.31128
42:57.9,499.79,42:57.9,313.968,42:57.9,1.31149
42:58.0,499.778,42:58.0,314.205,42:58.0,1.31151
42:58.1,499.825,42:58.1,314.104,42:58.1,1.31129
42:58.2,499.79,42:58.2,314.376,42:58.2,1.31175
42:58.3,499.77,42:58.3,314.259,42:58.3,1.31115
42:58.4,499.733,42:58.4,314.188,42:58.4,1.31137
42:58.5,499.818,42:58.5,314.238,42:58.5,1.31113
42:58.6,499.828,42:58.6,314.111,42:58.6,1.31161
42:58.7,499.673,42:58.7,314.163,42:58.7,1.31118
42:58.8,499.818,42:58.8,314.141,42:58.8,1.31127
42:58.9,499.829,42:58.9,314.215,42:58.9,1.31161
42:59.0,499.67,42:59.0,313.994,42:59.0,1.31108
42:59.1,499.801,42:59.1,313.975,42:59.1,1.31148
42:59.2,499.763,42:59.2,314.268,42:59.2,1.31141
42:59.3,499.687,42:59.3,314.229,42:59.3,1.31117
42:59.4,499.799,42:59.4,314.122,42:59.4,1.31129
42:59.5,499.684,42:59.5,314.272,42:59.5,1.31102
42:59.6,499.828,42:59.6,314.167,42:59.6,1.31133
42:59.7,499.833,42:59.7,314.205,42:59.7,1.31146
42:59.8,499.752,42:59.8,314.124,42:59.8,1.31133
42:59.9,499.787,42:59.9,314.147,42:59.9,1.31117
43:00.0,499.764,43:00.0,313.975,43:00.0,1.31131
43:00.1,499.708,43:00.1,314.297,43:00.1,1.31164
43:00.2,499.716,43:00.2,314.16,43:00.2,1.31148
43:00.3,499.686,43:00.3,314.164,43:00.3,1.31094
43:00.4,499.759,43:00.4,314.249,43:00.4,1.31148
43:00.5,499.689,43:00.5,314.096,43:00.5,1.31138
43:00.6,499.767,43:00.6,314.263,43:00.6,1.31115
43:00.7,499.695,43:00.7,314.049,43:00.7,1.31132
43:00.8,499.846,43:00.8,314.178,43:00.8,1.31142
43:00.9,499.73,43:00.9,314.291,43:00.9,1.31156
43:01.0,499.727,43:01.0,314.336,43:01.0,1.31134
43:01.1,499.795,43:01.1,313.965,43:01.1,1.31147
43:01.2,499.771,43:01.2,313.998,43:01.2,1.31117
43:01.3,499.746,43:01.3,314.189,43:01.3,1.31058
43:01.4,499.655,43:01.4,314.149,43:01.4,1.31106
43:01.5,499.665,43:01.5,314.047,43:01.5,1.31113
43:01.6,499.77,43:01.6,314.168,43:01.6,1.31142
43:01.7,499.752,43:01.7,314.075,43:01.7,1.31108
43:01.8,499.619,43:01.8,314.115,43:01.8,1.31156
43:01.9,499.689,43:01.9,314.242,43:01.9,1.31102
43:02.0,499.767,43:02.0,314.011,43:02.0,1.31169
43:02.1,499.674,43:02.1,314.146,43:02.1,1.31129
43:02.2,499.639,43:02.2,314.147,43:02.2,1.31097
43:02.3,499.747,43:02.3,314.006,43:02.3,1.31121
43:02.4,499.908,43:02.4,314.077,43:02.4,1.3117
43:02.5,499.684,43:02.5,314.202,43:02.5,1.31154
43:02.6,499.717,43:02.6,314.103,43:02.6,1.31133
43:02.7,499.707,43:02.7,314.192,43:02.7,1.31151
43:02.8,499.719,43:02.8,314.184,43:02.8,1.31158
43:02.9,499.809,43:02.9,313.931,43:02.9,1.3116
43:03.0,499.688,43:03.0,314.142,43:03.0,1.31184
43:03.1,499.706,43:03.1,314.2,43:03.1,1.31154
43:03.2,499.732,43:03.2,314.146,43:03.2,1.31103
43:03.3,499.674,43:03.3,314.077,43:03.3,1.31157
43:03.4,499.73,43:03.4,314.239,43:03.4,1.31129
43:03.5,499.793,43:03.5,314.015,43:03.5,1.31127
43:03.6,499.71,43:03.6,314.179,43:03.6,1.31143
43:03.7,499.716,43:03.7,314.277,43:03.7,1.31142
43:03.8,499.688,43:03.8,314.125,43:03.8,1.31148
43:03.9,499.677,43:03.9,314.101,43:03.9,1.31157
43:04.0,499.758,43:04.0,314.196,43:04.0,1.31132
43:04.1,499.729,43:04.1,314.199,43:04.1,1.31155
43:04.2,499.617,43:04.2,314.054,43:04.2,1.31152
43:04.3,499.741,43:04.3,313.982,43:04.3,1.31143
43:04.4,499.692,43:04.4,313.982,43:04.4,1.31148
43:04.5,499.772,43:04.5,314.203,43:04.5,1.31147
43:04.6,499.557,43:04.6,313.984,43:04.6,1.31173
43:04.7,499.663,43:04.7,314.082,43:04.7,1.31172
43:04.8,499.722,43:04.8,314.125,43:04.8,1.31153
43:04.9,499.648,43:04.9,314.16,43:04.9,1.31133
43:05.0,499.679,43:05.0,314.064,43:05.0,1.31135
43:05.1,499.64,43:05.1,314.153,43:05.1,1.31163
43:05.2,499.735,43:05.2,313.982,43:05.2,1.31145
43:05.3,499.751,43:05.3,314.039,43:05.3,1.31187
43:05.4,499.717,43:05.4,313.911,43:05.4,1.31154
43:05.5,499.727,43:05.5,313.991,43:05.5,1.31159
43:05.6,499.746,43:05.6,314.094,43:05.6,1.31163
43:05.7,499.682,43:05.7,313.981,43:05.7,1.31087
43:05.8,499.729,43:05.8,313.952,43:05.8,1.31163
43:05.9,499.724,43:05.9,313.961,43:05.9,1.31147
43:06.0,499.698,43:06.0,313.944,43:06.0,1.31123
43:06.1,499.695,43:06.1,313.883,43:06.1,1.31153
43:06.2,499.74,43:06.2,313.772,43:06.2,1.31157
43:06.3,499.774,43:06.3,313.774,43:06.3,1.31152
43:06.4,499.761,43:06.4,313.676,43:06.4,1.31172
43:06.5,499.743,43:06.5,313.777,43:06.5,1.31132
43:06.6,499.698,43:06.6,313.653,43:06.6,1.31155
43:06.7,499.789,43:06.7,313.438,43:06.7,1.31167
43:06.8,499.653,43:06.8,313.531,43:06.8,1.31207
43:06.9,499.661,43:06.9,313.593,43:06.9,1.31144
43:07.0,499.819,43:07.0,313.315,43:07.0,1.31161
43:07.1,499.805,43:07.1,313.589,43:07.1,1.31143
43:07.2,499.82,43:07.2,313.359,43:07.2,1.31166
43:07.3,499.765,43:07.3,313.173,43:07.3,1.31108
43:07.4,499.842,43:07.4,313.391,43:07.4,1.31151
43:07.5,499.875,43:07.5,313.268,43:07.5,1.31171
43:07.6,499.847,43:07.6,313.096,43:07.6,1.31144
43:07.7,499.811,43:07.7,313.075,43:07.7,1.31161
43:07.8,499.807,43:07.8,312.964,43:07.8,1.31163
43:07.9,499.823,43:07.9,313.049,43:07.9,1.31179
43:08.0,499.806,43:08.0,313.036,43:08.0,1.31151
43:08.1,499.813,43:08.1,312.842,43:08.1,1.31167
43:08.2,499.811,43:08.2,312.819,43:08.2,1.31186
43:08.3,499.807,43:08.3,312.772,43:08.3,1.31151
43:08.4,499.821,43:08.4,312.722,43:08.4,1.31213
43:08.5,499.801,43:08.5,312.704,43:08.5,1.31148
43:08.6,499.91,43:08.6,312.558,43:08.6,1.31164
43:08.7,499.932,43:08.7,312.43,43:08.7,1.31172
43:08.8,499.95,43:08.8,312.479,43:08.8,1.31192
43:08.9,499.964,43:08.9,312.437,43:08.9,1.31124
43:09.0,499.915,43:09.0,312.381,43:09.0,1.31193
43:09.1,499.932,43:09.1,312.4,43:09.1,1.31166
43:09.2,499.965,43:09.2,312.18,43:09.2,1.31209
43:09.3,499.955,43:09.3,312.056,43:09.3,1.31137
43:09.4,499.975,43:09.4,311.968,43:09.4,1.31134
43:09.5,499.891,43:09.5,312.02,43:09.5,1.31147
43:09.6,500.035,43:09.6,311.857,43:09.6,1.31145
43:09.7,499.979,43:09.7,311.564,43:09.7,1.31168
43:09.8,500.135,43:09.8,311.61,43:09.8,1.31192
43:09.9,500.105,43:09.9,311.302,43:09.9,1.3119
43:10.0,500.076,43:10.0,311.317,43:10.0,1.31186
43:10.1,500.064,43:10.1,311.159,43:10.1,1.31169
43:10.2,500.061,43:10.2,311.17,43:10.2,1.3117
43:10.3,500.091,43:10.3,310.99,43:10.3,1.31146
43:10.4,500.242,43:10.4,310.706,43:10.4,1.31175
43:10.5,500.219,43:10.5,310.53,43:10.5,1.31162
43:10.6,500.254,43:10.6,310.689,43:10.6,1.31216
43:10.7,500.295,43:10.7,310.481,43:10.7,1.31198
43:10.8,500.234,43:10.8,310.411,43:10.8,1.31181
43:10.9,500.288,43:10.9,310.242,43:10.9,1.31116
43:11.0,500.275,43:11.0,310.325,43:11.0,1.31168
43:11.1,500.329,43:11.1,310.091,43:11.1,1.31183
43:11.2,500.394,43:11.2,310.222,43:11.2,1.31162
43:11.3,500.404,43:11.3,310.025,43:11.3,1.31168
43:11.4,500.502,43:11.4,309.865,43:11.4,1.31183
43:11.5,500.403,43:11.5,309.745,43:11.5,1.31174
